,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,2368,金像電子(股)公司,金像電,電子零組件業,－,桃園市中壢區西園路113號,30955404,楊承澤,楊承澤,楊承蓉,處長,楊長津,(03)4612541,70/09/05,87/03/09,新台幣 10.0000元,5464878410,546487841,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,陳昭伶,張瑞娜,GCE,"NO.113,Shi Yuan Rd.Chung Li IND.PARK.Taoyuan Taiwan R.O.C.",(03)2506349,2c0@gce.com.tw,http://www.gce.com.tw/,楊承蓉,處長,03)4612541-22588,Tina_yang@gce.com.tw,http://www.gce.com.tw/gce_tw/financial.html
11,2375,凱美電機股份有限公司,凱美,電子零組件業,－,新北市汐止區新台五路一段81號13樓,34230543,翁啟勝,翁啟勝,李彥儒,業務總監,陳本記,(02)26981010,67/09/11,87/08/29,新台幣 10.0000元,1358441680,135844168,0,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓,安侯建業聯合會計師事務所,簡思娟,羅瑞蘭,KAIMEI,"13F, No.81, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan.",(02)26980386,winnie.chen@jamicon.teapo.com,http://jamicon.teapo.com,陳本記,副總,(02)26981010,modoki.chen@jamicon.teapo.com,http://jamicon.teapo.com
12,2383,台光電子材料股份有限公司,台光電,電子零組件業,－,桃園巿觀音區觀音工業區大同一路18號,86521351,董定宇,關恩祥,于明仁,副總經理,江碧珠,(03)4837937,81/03/24,87/11/27,新台幣 10.0000元,3329182990,332918299,0,0,合併,每年,股東會,亞東證券股份有限公司,(02)7753-1699,新北市板橋區新站路16號13樓,安侯建業聯合會計師事務所,陳宜君,江忠儀,EMC,"No.18, Datong 1st Rd., Guanyin Dist.,Taoyuan City 32849, Taiwan(R.O.C.)",(03)4837949,candy@mail.emctw.com,http://www.emctw.com,莊育清,資深經理,03-4837937,IR@mail.emctw.com,http://www.emctw.com
13,2385,群光電子股份有限公司,群光,電子零組件業,－,新北市三重區光復路二段69號,20954200,許崑泰,呂進宗,林玉玲,資深副總經理,楊琬婷,02-66266788,72/02/22,88/01/05,新台幣 10.0000元,7452927490,745292749,0,0,合併,每年,董事會,中國信託商業銀行 代理部,02-66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,陳晉昌,翁世榮,CHICONY,"No.69, Sec. 2, Guangfu Rd., Sanchong Dist.,New Taipei City 24158, Taiwan(R.O.C.)",02-29958819,molly_lin@chicony.com,http://www.chicony.com.tw/,楊琬婷,投資人關係處長,2-6626-6788 Ext11121,Ting_yang@chicony.com,http://www.chicony.com.tw/
14,2392,正崴精密工業股份有限公司,正崴,電子零組件業,－,新北市土城區中山路18號,22223510,郭台強,郭台強,劉德斌,經理,羅奇瑋,2269-9888,75/07/14,88/09/20,新台幣 10.0000元,5123269400,512326940,0,0,合併,每年,董事會,福邦證券股份有限公司,2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,林瑟凱,梁益彰,FOXLINK,"NO.18, CHUNG SHAN RD.TU CHENG DIST., NEW TAIPEI CITY TAIWAN",2268-0738,tpliu@foxlink.com.tw,www.foxlink.com,劉德斌,經理,2269-9888#11106,tpliu@foxlink.com.tw,http://www.foxlink.com.tw/_ch/1_about/ab_11csr_03.html
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,2402,毅嘉科技股份有限公司,毅嘉,電子零組件業,－,桃園市龜山區華亞二路268號,23588039,創意投資股份有限公司,曾恭勝,曾恭勝,執行長,黃彥翔,03-3973345,78/11/07,89/01/14,新台幣 10.0000元,3075365330,307536533,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,謝明忠,劉書琳,ICHIA,"268 HWA-YA 2ND ROAD, GUEISHAN,TAOYUAN, TAIWAN, R.O.C",03-3973536,ichia.ir@ichia.com,www.ichia.com,黃彥翔,財務長,033973345#11133,ichia.ir@ichia.com,http://www.ichia.com/index.php?option=com_content&view=article&id=263&Itemid=1138&lang=tw
17,2413,環隆科技股份有限公司,環科,電子零組件業,－,台中市工業區27路3號,52878846,歐正明,歐正明,麻中直,管理部協理,閻慧芳,04-23590096,73/02/18,89/09/11,新台幣 10.0000元,1273592000,127359200,0,0,合併,每年,股東會,統一綜合證券(股)股務代理部,02-27463797,台北市松山區東興路8號地下一樓,安永聯合會計師事務所,陳明宏,涂清淵,UMEC,"3,27TH RD., TAICHUNG INDUSTRIAL PARKTAICHUNG,TAIWAN,R.O.C",04-23590129,kevin_mar@umec.com.tw,http://www.umec.com.tw,麻中直,管理部協理,04-23590096-1200,kevin_mar@umec.com.tw,http://www.umec.com.tw/tw/index.php
18,2415,錩新科技股份有限公司,錩新,電子零組件業,－,台北市中山區遼寧街179號20樓,44913118,丁廣欽,蕭伊宏,陳光宗,財務副總,林秀珠,02-23898686,61/02/22,89/09/11,新台幣 10.0000元,800000000,80000000,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,陳俊宏,邱政俊,CX TECH,"20F.,No179,Liaoning St.,Taipei 104105,Taiwin(R.O.C)Taipei 104, Taiwan (R.O.C.)",02-23896766,spokesman@mail.cxtechnology.com,www.cxtechnology.com,陳光宗,財務副總,02-23896788,spokesman@mail.cxtechnology.com,http://www.cxtechnology.com/corp/Stakeholder
19,2420,新巨企業股份有限公司,新巨,電子零組件業,－,新北市新店區民權路50號10樓,20970807,周進文,高銘傳,高銘傳,總經理,鄭秋怡,(02)29188512,72/04/25,89/09/11,新台幣 10.0000元,1526486880,152648688,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)23816288,台北市中正區博愛路17號3樓,安侯建業會計師事務所,郭柔蘭,陳盈如,ZIPPY,"10F., No.50, Minquan RdXindian Dist.,New Taipei City,Taiwan ROC",(02)2915-5765,ROBERT_KAO@ZIPPY.COM.TW,WWW.ZIPPY.COM.TW,高銘傳,總經理,29188512#116,ROBERT_KAO@ZIPPY.COM.TW,www.zippy.com.tw/zh-TW/CSRArea.aspx
20,2421,建準電機工業股份有限公司,建準,電子零組件業,－,高雄市前鎮區新衙路296巷30號,81448796,洪慶昇,洪慶昇,李為仁,副總經理,黃玲玟,07-8135888,69/10/25,89/09/11,新台幣 10.0000元,2509297320,250929732,0,0,合併,每年,股東會,褔邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,國富浩華聯合會計師事務所,李青霖,蔡淑滿,SUNON,"No. 30, Ln. 296, Xinya Rd., Qianzhen Dist.,Kaohsiung City , Taiwan",07-8122929,sunon@sunon.com,www.sunon.com,李為仁,"副總經理, 財務長暨發言人",+886-7-8135888,ir@sunon.com,https://www.sunon.com/sta.aspx
21,2428,興勤電子工業股份有限公司,興勤,電子零組件業,－,高雄市三民區民族一路373巷21號,83639504,隋台中,何益盛,何益盛,總經理,洪玉芳,07-5577660,68/07/16,89/09/11,新台幣 10.0000元,1281127260,128112726,0,0,合併,每年,股東會,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,江佳玲,吳秋燕,THINKING,"21, Lane373, Min Tzu 1st Road, 807 San-Ming DistKaohsiung, Taiwan, R. O. C.",07-5575105,ir@thinking.com.tw,www.thinking.com.tw,洪玉芳,財務部經理,(07)557-7660,ir@thinking.com.tw,www.thinking.com.tw
22,2431,聯昌電子企業股份有限公司,聯昌,電子零組件業,－,台北市內湖區南京東路六段501號11樓,35568331,連昭志,林春連,林春連,總經理,林崇善,8792-1666,57/12/23,89/09/11,新台幣 10.0000元,1109270140,110927014,0,0,合併,每年,股東會,中國信託商業銀行代理部,66365566,台北市重慶南一段83號5樓,資誠聯合會計師事務所,邱昭賢,徐明釧,LIEN CHANG,"11F., No.501, Sec. 6, Nanjing E. Rd.Neihu Dist., Taipei City 11469, Taiwan",2793-5577,hr@lienchang.com.tw,www.lienchang.com.tw,林春連,總經理,87921666,Charles.lin@lienchang.com.tw,http://www.lienchang.com.tw/tw/index.php
23,2440,太空梭高傳真資訊科技(股)公司,太空梭,電子零組件業,－,新竹縣竹北市環科一路23號9樓之2,01887370,王玄輝,王玄輝,林子鑫,財務經理,陳奕宏,03-5935588,74/10/16,89/11/10,新台幣 10.0000元,1391172710,139117271,35452938,0,合併,每年,股東會,中國信託商業銀行股份有限公司,02-66365566,台北市中正區重慶南路一段83號五樓,誠正聯合會計師事務所,林淑玲,鄭涵,SPACE SHUTTLE,"9nd Floor-2, No. 23, Huanke 1st Road, Zhubei City, Hsinchu CountyHsin-Chu Hsien,Taiwan,R.O.C",03-5935566,nancy@spaces.com.tw,www.spaces.com.tw,陳小雪,課長,03-5935588,yuki@spaces.com.tw,http://www.spaces.com.tw/s/1/faq.html
24,2457,飛宏科技股份有限公司,飛宏,電子零組件業,－,桃園市龜山區復興三路568號,30435973,林中民,林洋宏,林洋宏,總經理,林中民,(03)3277288,61/12/12,90/09/17,新台幣 10.0000元,3376884160,337688416,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,吳恪昌,洪國田,PHIHONG,"No.568, Fuxing 3rd Rd.Guishan Dist., Taoyuan City, Taiwan",(03)3286556,stella_chung@phihong.com.tw,www.phihong.com.tw,林洋宏,總經理,(03)3277288,spokesman@phihong.com.tw,www.phihong.com.tw
25,2460,建通精密工業股份有限公司,建通,電子零組件業,－,高雄市路竹區大同路513巷138號,84433564,蘇敦禮,何易霖,陳正澔,稽核室主任,陳沛(人予),(07)6963037,82/07/16,90/09/17,新台幣 10.0000元,1692000000,169200000,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,江佳玲,廖鴻儒,GEM,"NO.138,LANE 513,TA-TUNG ROAD,LU-CHU DISTKAOHSIUNG CITY,TAIWAN,R.O.C.",(07)6962666,service@ms.gem.com.tw,http://www.gem.com.tw,陳正澔,稽核室主任,(07)6963037-1290,shareholder@ms.gem.com.tw,http://www.gem.com.tw/fin/stap.htm
26,2462,台灣良得電子股份有限公司,良得電,電子零組件業,－,(22206)新北市深坑區北深路三段272號,04877657,陳龍水,陳龍水,江文裕,董事長特助,譚瑞貞,(02)2662-5600,67/08/15,90/09/17,新台幣 10.0000元,1419345960,141934596,28000000,0,合併,每年,股東會,統一綜合證券股份有限公司,2746-3797,台北市東興路8號B1,資誠聯合會計師事務所,李秀玲,徐明釧,LINETEK,"272 Sec.3,Bei Shen Rd.,Shen KengNew Taipei City,Taiwan. R.O.C",(02)2662-2744,tom.chiang@linetek.com.tw,http://www.linetek.com.tw,江文裕,董事長特助,(02)2662-5600分機147,tom.chiang@linetek.com.tw,http://www.linetek.com.tw/SL/#/InvRes
27,2467,志聖工業股份有限公司,志聖,電子零組件業,－,新北市林口區工二工業區工八路2-1號,07618057,梁茂生,梁茂生,張瓊瑤,經理,簡幸怡,02-26010700,67/04/18,90/09/17,新台幣 10.0000元,1521896590,152189659,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路8號B1,資誠聯合會計師事務所,李典易,江采燕,C SUN,"No. 2-1 Kung 8 Road, 2nd Industrial Park, Lin KouTaipei Taiwan",02-26018825,margaret@csun.com.tw,www.csun.com.tw,張瓊瑤,經理,02-26010700,margaret@csun.com.tw,https://www.csun.com.tw/investor-relations/%e5%88%a9%e5%ae%b3%e9%97%9c%e4%bf%82%e4%ba%ba/
28,2472,立隆電子工業股份有限公司,立隆電,電子零組件業,－,台中市大里區國光路一段147號,52358985,吳德銓,吳志銘,張真卿,董事長特別助理,林詣盛,(04)24181856,65/02/12,90/09/17,新台幣 10.0000元,1621595790,162159579,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,黃宇廷,陳明宏,LELON,"147, Sec. 1, Guoguang Rd.,Dali District, Taichung, Taiwan",(04)24181906,service@lelon.com.tw,www.lelon.com.tw,張真卿,董事長特別助理,(04)24181856,service@lelon.com.tw,www.lelon.com.tw
29,2476,鉅祥企業股份有限公司,鉅祥,電子零組件業,－,桃園市新屋區九斗里8鄰九洲路1號,04403568,林於晃,林映碩,廖文(女英),財務部經理,胡秀德,(03)4775141,64/02/01,90/09/17,新台幣 10.0000元,1878322980,187832298,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市敦化南路二段97號B2,致遠聯合會計師事務所,曾瓊慧,曾瑞燕,GS,"No.1, Jiuzhou Rd., Hsinwu Dist., Taoyuan City, Taiwan, R.O.C.TAOYUAN,TAIWAN,R.O.C.",(03)4778017,list2476@mail.gs.com.tw,www.gs.com.tw,廖文(女英),財務部經理,(03)4775141,winy@mail.gs.com.tw,www.gs.com.tw
30,2478,大毅科技股份有限公司,大毅,電子零組件業,－,桃園市蘆竹區山鼻里3鄰南山路二段470巷26號1樓,23534301,江財寶,江財寶,劉俐妏,副總經理,賴晉憲,03-3246169,78/12/28,90/09/17,新台幣 10.0000元,1447376390,144737639,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號B1樓,致遠聯合會計師事務所,呂瑞文,曾瓊慧,TA-I,"1F,NO.26,LANE 470,SEC.2,NANSHAN ,3 LIN SHAN-PI VILLAGE,LU-CHU DIST,TAOYUAN TAIWAN,R.O.C",03-3247410,adidas.lai@tai.com.tw,http://www.tai.com.tw,賴晉憲,協理,03-3246169,invest@tai.com.tw,http://www.tai.com.tw
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,2483,百容電子股份有限公司,百容,電子零組件業,－,台中市南屯區工業區25路20號,52753108,廖本林,廖本林,蔡荻宜,財務部經理,林淑真,04-23598668,70/12/08,90/09/17,新台幣 10.0000元,1090938070,109093807,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蘇定堅,戴信維,ECE,"NO.20,25RD. TAICHUNG INDUSTRIAL PARK,TAICHUNG 408, TAIWAN.",04-36016658,judy@mail.ece.com.tw,http://www.ece.com.tw,蔡荻宜,財務部經理,04-23598668-1272,judy@mail.ece.com.tw,http://www.ece.com.tw/zh/about-detail.php?id=5
33,2484,希華晶體科技股份有限公司,希華,電子零組件業,－,427台中市潭子區中山路三段111巷1-1號,22771229,曾穎堂,曾榮孟,游淑貞,經理,黃玲玲,04-25347909,77/01/26,90/09/17,新台幣 10.0000元,1594210220,159421022,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,安永聯合會計師事務所,陳明宏,黃宇廷,SIWARD,"No.1-1,Lane 111,Sec.3,Jungshan Rd.,Tantz Dist,Taichung ,Taiwan 42756,R.O.C.",04-25337396,catherine@mail.siward.com.tw,http://www.siward.com,游淑貞,經理,04-25347909-1238,catherine@mail.siward.com.tw,http://www.siward.com.tw/tw/stakeholders.php
34,2492,華新科技股份有限公司,華新科,電子零組件業,－,台北市松智路1號24樓,19004316,焦佑衡,張瑞宗,李定珠,協理,葉澤光,(03)475-8711,59/07/29,90/09/17,新台幣 10.0000元,4858042990,485804299,0,0,合併,每年,股東會,華新科技股份有限公司股務辦事處,(02)2790-5885,台北市內湖區行善路３９８號８樓,勤業眾信聯合會計師事務所,施錦川,洪國田,WTC,"566-1,Kao-shi Road Yang-Mei,Tao-Yuan,32642,Taiwan,R.O.C.",(03)475-3981,henryhsiao@passivecomponent.com,www.passivecomponent.com,李定珠,協理,(02)2723-0887,csrir@passivecomponent.com,http://www.passivecomponent.com/findex.asp
35,2493,揚博科技股份有限公司,揚博,電子零組件業,－,台北市信義區松德路171號17樓,30929883,蘇勝義,蘇勝義,蘇勝義,董事長,鄭斐文,(02)2726-2220,69/11/01,91/01/23,新台幣 10.0000元,1144373900,114437390,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,周筱姿,李秀玲,AMPOC,"17F.,NO.171, SUNG-TEH ROADTAIPEI, TAIWAN, R.O.C.",(02)2726-2227,invest@ampoc.com.tw,http://www.ampoc.com.tw,蘇勝義,董事長,(02)2726-2220,invest@ampoc.com.tw,http://www.ampoc.com.tw/Investor/Interested
36,3003,健和興端子股份有限公司,健和興,電子零組件業,－,彰化縣線西鄉彰濱東三路8號,59276051,鄭克彬,鄭景壬,曾玉卿,財務部經理,黃淑雯,(04)7580001,67/02/10,91/02/19,新台幣 10.0000元,1556548900,155654890,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段2號5樓,安永聯合會計師事務所,涂清淵,黃宇廷,KST,"8,E,3rd ROAD,CHANG PIN IND.PARKHSIEN SHI,CHANG HWA,TAIWAN,R.O.C.",(04)7580003,kst@ksterminals.com.tw,http://www.ksterminals.com.tw,曾玉卿,財務部經理,(04)7580001-310,ir@ksterminals.com.tw,www.ksterminals.com.tw
37,3011,今皓實業股份有限公司,今皓,電子零組件業,－,新北市新店區寶興路53號,20950226,林文煌,吳家鑫,朱美珍,財會部經理,胡耀宗,2918-9189,72/01/11,91/07/22,新台幣 10.0000元,1127192510,112719251,0,0,合併,每年,股東會,台新證券股務代理部,2504-8125,台北市建國北路一段96號B1,勤業眾信會計師事務所,黃堯麟,方涵妮,JH,"NO.53,PAO HSIN ROAD,HSIN TIEN DIST.NEW TAIPEI CITY ,TAIWAN,R.O.C",2918-1334,hudenny@jh.com.tw,www.jh.com.tw,胡先生,公關室主任,2918-9189分機175,hudenny@jh.com.tw,http://www.jh.com.tw/shareholder-interested.php
