,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,3402,漢科系統科技股份有限公司,漢科,其他電子業,－,新竹市東華路14號8樓之1,23830295,溫永宏,謝清泉,吳麗玉,總管理處副總經理,謝清泉,03-5228823,79/08/08,96/01/09,新台幣 10.0000元,730476920,73047692,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區(106)敦化南路二段97號B2,勤業眾信聯合會計師事務所,葉東煇,高逸欣,WHOLETECH,"8F~1 ,No. 14 , Donghua RD.,HSIN-CHU CITY ,TAIWAN R. O. C.",03-5210028,livia@wholetech.com.tw,www.wholetech.com.tw,吳麗玉,總管理處副總經理,03-5228823ext1610,livia@wholetech.com.tw,http://www.wholetech.com.tw/wholetech/views/s_c_r/Stakeholder.php
11,3498,陽程科技股份有限公司,陽程,其他電子業,－,桃園市大園區溪海里8鄰聖德北路68號,36049822,黃秋逢,諶家成,葉振祥,資深經理,黃秋逢,03-3852628,70/04/07,96/09/11,新台幣 10.0000元,634730080,63473008,9800000,0,合併,每年,董事會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,蔡侑玲,邱政俊,USUN,"NO.68,SHENG DER N. RD., 8 LIN, SHI HAI VILLAGEDAYUAN TAOYUAN, 337, TAIWAN",03-3851407,stockspeaker@usuntek.com,www.usuntek.com.tw,葉振祥,資深經理,03-3852628,stockspeaker@usuntek.com,http://www.usuntek.com.tw/homeweb/investors.php?level=2&menu1=M100005
12,3508,位速科技股份有限公司,位速,其他電子業,－,桃園市楊梅區高山里5鄰高青路26號,12894840,廖世文,廖世文,廖世文,總經理,郭仕儀,03-4965000,90/09/04,96/10/17,新台幣 10.0000元,1021417370,102141737,5000000,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,王怡文,顏幸福,Ways,"No. 26 Gaoqing Rd.Yangmei, Taoyuan County, Taiwan, R.O.C.",03-4641621,waysholder@ways.com.tw,www.waystech.net,郭仕儀,財務部財務長,(03)4965000,waysholder@ways.com.tw,http://www.waystech.net/zh-tw/investors/index/investors_sample_02
13,3541,西柏科技股份有限公司,西柏,其他電子業,－,新北市中和區建康路130號6樓之5,23975263,蔡正義,許東山,于周仁,股務處協理,黃郁茹,02-22269586,80/01/23,98/12/22,新台幣 10.0000元,567871420,56787142,0,0,合併,每年,董事會,日盛證券股份有限公司,25419977,台北市中山區南京東路二段85號7樓,富鋒聯合會計師事務所,戴維良,顏國裕,CYP,"6F-5, No. 130,Jian,Kang Rd.,Chung Ho City, Taipei Hsien 23585, Taiwan, R.O.CTaipei Hsien 23585, Taiwan, R.O.C",02-22269587,andy@cypress.com.tw,http://www.cypress.com.tw,于周仁,股務處協理,2226-9586#213,andy@cypress.com.tw,http://zh-tw.cypress.com.tw/comsoft.asp
14,3551,世禾科技股份有限公司,世禾,其他電子業,－,新竹縣湖口鄉仁政路18號,16044341,陳學聖,陳學哲,陳學哲,總經理,古卉妤,035981100,86/06/23,97/04/15,新台幣 10.0000元,567748900,56774890,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,陳振乾,黃泳華,SHT,"No.18,Renzheng RdHukou Township, Hsinchu County , Taiwan",035986415,martin@sht.com.tw,www.sht.com.tw,古卉妤,代理發言人,035981100#250,juliaku@sht.com.tw,www.sht.com.tw
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,3552,同致電子企業股份有限公司,同致,其他電子業,－,桃園市蘆竹區南青路1156巷9號,55900791,陳信忠,陳信忠,陳聖儒,營運長,陳紹鈞,(03)322-2901,68/12/07,98/01/07,新台幣 10.0000元,855929490,85592949,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,陳憲正,林佳鴻,TUNG THIH,"No.9, Ln. 1156, Nanqing Rd., Luzhu Dist.,Taoyuan City, Taiwan (R.O.C.)",(03)322-6281,Investors@tungthih.com.tw,www.tungthih.com.tw,陳聖儒,營運長,(03)322-2902分機803,Investors@tungthih.com.tw,www.tungthih.com.tw/investor01.php?show=2
17,3580,友威科技股份有限公司,友威科,其他電子業,－,桃園市蘆竹區長興里厚生路51號6樓,80072814,李原吉,李原吉,陳繼萱,經理,劉忠炯,(03)2126201,91/11/04,99/07/09,新台幣 10.0000元,394706570,39470657,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,翁雅玲,黃惠敏,UVAT,"6F., No.51, Housheng Rd., Luzhu Dist.Taoyuan City 338, Taiwan (R.O.C.)",(03)2126202,theresachen@uvat.com,www.uvat.com,陳繼萱,經理,(04)25653755,theresachen@uvat.com,http://www.uvat.com/OutWeb/L_CT/stakeholder/sh1.asp
18,3587,閎康科技股份有限公司,閎康,其他電子業,－,新竹縣竹北市台元街26-2號1F,79959286,謝詠芬,謝詠芬,李松山,副總,李語心,03-6116678,91/05/14,98/08/18,新台幣 10.0000元,623131570,62313157,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號2F,勤業眾信聯合會計師事務所,林政治,鍾鳴遠,MA-tek,"1F.No.26-2,Tai-Yuen St.,Jubei City,Hsinchu County,Taiwan,R.O.C.",03-5630777,stock@ma-tek.com,http://www.ma-tek.com,李語心,課長,03-6116678,stock@ma-tek.com,http://www.ma-tek.com/zh-tw/investors/index/ir_stakeholder_engagement
19,3628,盈正豫順電子股份有限公司,盈正,其他電子業,－,新北市新店區寶高路7巷3號1樓,16444732,許文,許文,林志峰,財務部經理,趙順德,02-29176857,87/04/27,99/09/09,新台幣 10.0000元,450000000,45000000,0,0,合併,每年,董事會,富邦綜合證券股務代理部,02-23611300,台北市許昌街17號2樓,資誠聯合會計師事務所,周筱姿,李秀玲,ABLEREX,"1F, NO. 3, LANE 7, BAOGAO RD., XINDIAN DIST.,NEW TAIPEI CITY, TAIWAN R.O.C.",02-29148126,financial@ablerex.com.tw,www.ablerex.com.tw,林志峰,財務部經理,02-29176857,IR@ablerex.com.tw,http://www.ablerex.com.tw/ch/about_8-4-4.php
20,3642,駿熠電子科技股份有限公司,駿熠電,其他電子業,－,台北市內湖區新湖三路196號3樓,23491020,劉憲治,衛純菁,張淑華,財務部資深經理,顏晴宏,(02)2267-8151,78/09/19,100/09/29,新台幣 10.0000元,433686420,43368642,13000000,0,合併,每年,股東會,康和綜合證券(股)公司股務代理部,02-25936666,110台北市信義區基隆路一段176號B1,卓群聯合會計師事務所,葉璨增,曾友龍,Unitel,"3F., No. 196, Xinhu 3rd Rd.,Neihu Dist., Taipei City 114, R.O.C.",(02)2267-8154,Finance@unitelgroups.com,http://www.unitelgroups.com/,張淑華,財務部資深經理,(02)2267-8151,Finance@unitelgroups.com,http://www.unitelgroups.com/Ch/Investor/supervisor.asp
21,3663,鑫科材料科技股份有限公司,鑫科,其他電子業,－,高雄市路竹區路科八路1號 ( 通訊地址 ),16827203,黃重嘉,潘永村,潘永村,總經理,林慶鈞,07-6955125,89/03/29,101/11/20,新台幣 10.0000元,734980570,73498057,14541096,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,王兆群,劉裕祥,TTMC,"NO.1, LUKE 8TH RD., KAOHSIUNG SCIENCE PARK, LUJHU DISTKAOHSIUNG CITY 821, TAIWAN(R.O.C.)",07-6955205,ttmc@e-ttmc.com.tw,www.e-ttmc.com.tw,吳詠琳,資深管理師,07-6955125#1202,wylin@e-ttmc.com.tw,http://goo.gl/dvnP3o
22,4554,橙的電子股份有限公司,橙的,其他電子業,－,台中市中部科學工業園區科雅路29號5樓,27601913,許欽堯,許欽堯,陳奕儒,財務及會計主管,張嘉純,04-2560-2766,94/01/20,105/08/05,新台幣 10.0000元,213749000,21374900,0,0,合併,每年,股東會,宏遠證券(股)公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,安永聯合會計師事務所,黃宇廷,黃子評,Orange,"5F, NO.29 Keya Rd. Central Taiwan Science ParkTaichung Taiwan",04-2560-2865,financial@orange-electronic.com,www.orange-electronic.com,陳奕儒,財務及會計主管,04-2560-2766,financial@orange-electronic.com,http://www.orange-electronic.com/tw/orange_investor_relations.html
23,4760,勤凱科技股份有限公司,勤凱科技,其他電子業,－,高雄市大寮區大有3街32號,28732006,曾聰乙,曾聰乙,曾聰乙,董事長,莊淑媛,07-7873287,96/06/08,108/03/21,新台幣 10.0000元,323039940,32303994,0,0,個別,每年,董事會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳國宗,楊博任,ample,"No.32,Dayou 3rd St,Daliao DistKaohsiung City 83163 ,Taiwan,R.O.C",07-7873290,ir@ampletec.com.tw,http://www.ampletec.com.tw/,莊淑媛,副董事長,07-7873287,ir@ampletec.com.tw,
24,5205,中茂能資系統整合科技(股)公司,中茂,其他電子業,－,台北市內湖區內湖路1段396號3樓之1,23533366,高承本,詹益國,詹益國,總經理,卓立,(02)2658-7118,78/12/13,90/05/14,新台幣 10.0000元,82020800,8202080,4318080,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27025000,台北市大安區敦化南路二段97號B2,眾智聯合會計師事務所,黃健育,莊雯秋,TWGET,"3F.-1, No.396, Sec. 1, Neihu Rd., Neihu Dist., Taipei CityTaipei City , Taiwan, R.O.C.",(02)26587119,twget@twget.com.tw,http://www.twget.com.tw/,卓立,事業部主管,(02)26587118,ir@twget.com.tw,http://www.twget.com.tw/
25,5383,金利精密工業股份有限公司,金利,其他電子業,－,桃園市平鎮區平鎮工業區工業五路四號,35317291,趙永昌,趙永昌,張明亮,副總經理,謝秋萍,(03)4696175,58/04/08,88/04/14,新台幣 10.0000元,794003990,79400399,30000000,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,黃堯麟,陳致源,KENLY,"NO.4 Industrial 5thRD., Ping Chen Industrail DistTAOYUAN HSIEN, TAIWAN",(03)4696997,charlliechang@kenly.com.tw,www.kenly.com.tw,謝秋萍,課長,(03)4696175,candy_h@kenly.com.tw,http://www.kenly.com.tw/zh-tw/investor/index
26,5452,佶優科技股份有限公司,佶優,其他電子業,－,新北市土城區自強街8號,86266274,馬康華,林日旺,楊淑玲,財務主管,張淑芬,02-2269-6669,80/08/20,89/10/02,新台幣 10.0000元,1487636690,148763669,0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,江忠儀,陳宜君,UNIC,"NO. 8 TZU CHIANG STREET, TUCHENG DIST., NEW TAIPEI CITY, TAIWAN",02-2269-3695,ling@unicgroup.com,www.unicgroup.com,楊淑玲,財會主管,02-2269-6669#130,ling@unicgroup.com,https://www.unicgroup.com/?page_id=77
27,5489,彩富電子股份有限公司,彩富,其他電子業,－,台北市內湖區洲子街116號,86157450,陳春生,張建湘,林碧芳,業務管理部經理,黃詠筑,(02)2659-8898,80/07/16,90/03/12,新台幣 10.0000元,1027064410,102706441,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,林文欽,郭俐雯,DYNACOLOR,"No. 116, Jou Tz Street, NeihuTaipei 114, Taiwan",(02)2659-8868,finance@dynacolor.com.tw,http://www.dynacolor.com.tw,林碧芳,業務管理部經理,(02)2659-8898,finance@dynacolor.com.tw,https://www.dynacolor.com.tw/zh-hant/csr/#av-tab-section-1-2
28,5493,三聯科技股份有限公司,三聯,其他電子業,－,台北市大安區復興南路一段390號5樓之3,03051501,林大鈞,林廷芳,陳秀蕙,財務長兼發言人,黃薏臻,02-27081730,56/02/20,90/05/03,新台幣 10.0000元,416088150,41608815,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,李運鞭,蔡亦臺,Sanlien,"5F-3 ,No. 390 , Fu-Hsing S. Rd., Sec. 1,Taipei 106 , Taiwan , R.O.C.",02-27031561,sanlien@sanlien.com,www.sanlien.com,陳秀蕙,財務長兼發言人,(02)27081730#301,grace_chen@sanlien.com,http://www.sanlien.com.tw/ss003/
29,5536,聖暉工程科技股份有限公司,聖暉,其他電子業,－,台中市西屯區文心路二段201號19樓之1,52524653,梁進利,賴銘崑&王俊盛,曹耘涵,協理,黃子晏,04-22615288,68/02/19,99/11/10,新台幣 10.0000元,571867420,57186742,0,0,合併,每年,董事會,凱基證券股份有限公司,02-23148800,100台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳政學,黃海寧,ACTER,"19F.-1, No.201, Sec. 2, Wenxin Rd., Xitun Dist.,Taichung City 40758, Taiwan (R.O.C.)",04-22615121,angie@acter.com.tw,http://www.acter.com.tw,曹耘涵,協理,04-22615288,angie@acter.com.tw,http://www.acter.com.tw/index.php/zh-tw/interested-parties
30,6146,耕興股份有限公司,耕興,其他電子業,－,新北市汐止區新台五路一段一０六號六樓,97491093,黃文亮,黃文亮,潘鳳雯,財務部協理,周煒哲,(02)26962468,86/05/01,91/01/23,新台幣 10.0000元,970163800,97016380,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,勤業眾信聯合會計師事務所,謝明忠,吳恪昌,SPORTON,"6F, No.106, Hsin Tai Wu Rd., Sec.1, Hsi-Chih,Taipei,Taiwan. Hsi-Chih,Taipei,Taiwan.",(02)26962255,gracepan@sporton.com.tw,www.sporton.com.tw,周煒哲,總經理室特別助理,(02)26962468 #330,DavidChou@sporton.com.tw,http://www.sporton.com.tw/page.aspx?uid=157
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,6151,晉倫科技股份有限公司,晉倫,其他電子業,－,桃園市大園區南港里11鄰長發路250號,12390496,鐘春重,鐘春重,吳阿香,協理,簡嘉毅,(03)386-8820,71/07/15,91/02/25,新台幣 10.0000元,552573000,55257300,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,正風聯合會計師事務所,周銀來,鄭憲修,GINAR,"NO. 250, CHANGFA RD, NANGANG VIL, TA YUAN DIST, TAOYUAN CITY, TAIWAN, R.O.C.",(03)386-3587,ginar@ginar.com.tw,www.ginar.com.tw,吳阿香,協理,(03)3868820,rita@ginar.com.tw,www.ginar.com.tw
33,6187,萬潤科技股份有限公司,萬潤,其他電子業,－,821 高雄市路竹區路科十路1號,97015768,盧鏡來,鄭新耀,李建德,副總經理,王曉梅,(07)607-1828,85/05/24,91/09/27,新台幣 10.0000元,833239020,83323902,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,台北市東興路8號1樓,資誠聯合會計師事務所,劉子猛,林永智,ALL RING,"NO.1,Lu-ke 10 Rd.,Lujhu Science Park,Lujhu DistKaohsiung City ,821,Taiwan(R.O.C)",(07)695-5556,lee@allring-tech.com.tw,www.allring-tech.com.tw,李建德,副總經理,(07)607-1828,lee@allring-tech.com.tw,www.allring-tech.com.tw
34,6247,淇譽電子科技股份有限公司,淇譽電,其他電子業,－,新北市中和區員山路512號2F,34395565,許黃月華,許文銓,謝慶雲,財務經理,陳秋萍,(02)2222-5678,71/11/30,92/07/04,新台幣 10.0000元,603210000,60321000,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)27463666,台北市東興路8號B1樓,安永會計師事務所,張正道,林麗凰,JAZZ SPEAKERS,"2F, NO. 512, Yuan-San Rd., Chung-Ho City, Taipei-Hsien 235, Taiwan R.O.C. 同上",(02)2223-1339,marcom@jazzhipster.com.tw,http://www.jazzspeakers.com/,謝慶雲,財務經理,(02)2222-5678#112,jack@jazzhipster.com.tw,www.jazzhipster.com.tw/ir
35,6512,啟發電子股份有限公司,啟發電,其他電子業,－,新竹縣竹北市復興一街251號5樓之1,28133327,張鈺欽,張鈺欽,吳佳芳,協理,葉向林,03-6681958,95/03/28,105/03/25,新台幣 10.0000元,250000000,25000000,0,0,個別,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,葉東煇,GoMax,"5F.-1, No.251, Fuxing 1st St., Zhubei City30271 Hsinchu , Taiwan (R.O.C.)",03-6681908,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/,吳佳芳,協理,0965-186512,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/
36,6613,朋億股份有限公司,朋億,其他電子業,－,新竹縣竹北市嘉豐南路二段76號10樓之1,16034271,梁進利,馬蔚,馬蔚,總經理,歐俊彥,(03)6676868,86/06/13,106/12/28,新台幣 10.0000元,339280000,33928000,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)23892999,臺北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,Novatech,"10F-1., No.76, Sec. 2, Jiafeng S. Rd., Jhubei City,Hsin-Chu County 302054,Taiwan,R.O.C.",(03)6676869,IR@novatech.com.tw,www.novatech.com.tw,馬蔚,總經理,(03)6676868,IR@novatech.com.tw,www.novatech.com.tw
37,6654,天正國際精密機械股份有限公司,天正國際,其他電子業,－,高雄市仁武區鳳仁路295-2號,53900846,周倩玉,萬文財,郭彥甫,財務長,梁昱文,(07)371-3213,101/12/26,107/10/23,新台幣 10.0000元,369627200,33262720,0,3700000,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,TZI,"No.295-2, Fengren Rd., Renwu Dist.Kaohsiung City 814, Taiwan( R.O.C.)",(07)371-0670,tian-zheng@tz-int.com,http://www.tz-int-ltd.com,郭彥甫,財務長,07-3713213,alan-kuo@tz-int.com,http://www.tz-int-ltd.com
