,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
12,2745,五福旅行社股份有限公司,五福,觀光事業,－,"高雄市三民區博愛一路28號2,3樓",22835878,許順富,許順富,林繼勝,董事長特別助理,鍾倩貞,07-3231166,77/08/22,107/04/16,新台幣 10.0000元,293085260,29308526,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,吳秋燕,陳珍麗,LIFE TRAVEL,"2,3F,No.28 Bo'ai 1st Rd., Sanmin Dist., Kaohsiung City 80757,TaiwanKaohsiung City ,Taiwan",07-3230248,gibsonlin@lifetour.com.tw,www.lifetour.com.tw,林繼勝,董事長特別助理,02-87121770,gibsonlin@lifetour.com.tw,http://www.lifetour.com.tw/eWeb/Main/home.asp?SITE_CD=1&MP_ID=MPQ01&STYLE_TP=3
13,2752,豆府股份有限公司,豆府,觀光事業,－,台北市中山區民權東路二段42號4樓,28841757,吳柏勳,吳孟哲,翁瑞燦,財務長,林育立,(02)2581-3818,97/01/23,108/09/25,新台幣 10.0000元,230199840,23019984,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,黃裕峰,鍾鳴遠,TOFU,"4F., No.42, Sec. 2, Minquan E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2581-3918,@dubuhouse.com.tw,http://www.tofuglobal.com/tw/Home.html,翁瑞燦,財務長,(02)2581-3818,tofu.ir@dubuhouse.com.tw,http://www.tofuglobal.com/tw/Home.html
14,2754,亞洲藏壽司股份有限公司,亞洲藏壽司,觀光事業,－,台北市中山區中山北路3段32號6樓及6樓之1,54669129,西川健太郎,西川健太郎,田村和也,財務長,林上智,(02)8978-8558,103/01/21,109/09/17,新台幣 10.0000元,458560000,45856000,0,0,合併,每年,股東會,中國信託商業銀行 代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張瑞娜,周以隆,KURA SUSHI ASIA,"6F.&6F-1, No. 32, Sec. 3, Zhongshan N. Rd.Taipei City 104, Taiwan (R.O.C.)",(02)2598-3077,ir@kurasushi.tw,http://investor.kurasushi.tw/,田村和也,財務長,(02)8978-8558,ir@kurasushi.tw,http://investor.kurasushi.tw/
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,2755,揚秦國際企業股份有限公司,揚秦,觀光事業,－,桃園市中壢區合江路16號,42591908,卓元裕,卓元裕,蔡國憲,經理,卓靖倫,033412298,104/08/21,109/12/16,新台幣 10.0000元,200000000,20000000,0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,0225048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,鄭欽宗,張青霞,YoungQin,"NO. 16, Hejiang RdZhongli Dist., Taoyuan City 320, Taiwan",034627781,IR@youngqin.com.tw,http://www.youngqin.com.tw,黃韻倫,財務部副理,033412298,IR@youngqin.com.tw,http://www.youngqin.com.tw/index.php?code=list&ids=873
17,2756,聯發國際餐飲事業股份有限公司,聯發國際,觀光事業,－,台北市南港區南港路三段50巷7號,80676602,鄭凱隆,賴柏宇,葉幸惠,財務長,陳宜德,(02)2654-8585,93/02/26,111/01/14,新台幣 10.0000元,170436250,17043625,0,0,合併,每季,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,LIAN FA,"No.7, Ln. 50, Sec. 3, Nangang Rd.Nangang Dist., Taipei City 11510, Taiwan",(02)2783-2669,irr@1992sharetea.com,http://www.1992lianfa.com/,侯升偉,公關發言人,(02)2654-8585,irr@1992sharetea.com,http://www.1992lianfa.com/
18,3252,海灣國際開發(股)公司,海灣,觀光事業,－,臺中市西區民龍里大和路22號3樓,84919932,劉至誠,劉至誠,廖凰兒,協理,劉至誠,04-23026088,83/07/19,93/09/23,新台幣 10.0000元,501957540,50195754,0,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市忠孝西路一段6號6樓,安侯建業會計師事務所,陳政學,吳俊源,Haiwan,"No.22, Dahe Rd., West Dist., Taichung City 403, Taiwan (R.O.C.)Taichung City, Taiwan",04-23022911,haiwan@haiwan.tw,www.haiwan.tw,廖凰兒,協理,04-2302-6088#311,anny201314@gmail.com,www.haiwan.tw
19,3522,御頂國際股份有限公司,御頂,觀光事業,－,新北市中和區中山路二段351號2樓之3,12947467,李日東,許湘鋐,徐瑞雯,財務副總經理,徐兼惠,2226-6277,90/09/26,96/10/15,新台幣 10.0000元,726000000,72600000,25700000,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,國富浩華聯合會計師事務所,林志隆,王戊昌,TOPLUS,"2F.-3, No.351, Sec. 2, Zhongshan Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",2226-5029,top-investors@toplusglobal.com,www.toplusglobal.com,徐瑞雯,財務副總經理,02-22266277-205,top-investors@toplusglobal.com,www.toplusglobal.com/%E8%82%A1%E6%9D%B1%E5%B0%88%E5%8D%80/
20,4804,大略國際控股有限公司,大略-KY,觀光事業,KY 開曼群島,台北市松山區復興北路99號15樓212室,41244424,梁競偉,梁競偉,林亨杰,稽核主管,莊子彬,02-27157586,100/08/05,104/12/04,新台幣 10.0000元,453479200,45347920,10763000,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)23611300,台北市中正區許昌街17號2樓,德昌聯合會計師事務所,林兆民,陳文彬,Da Lue,"Rm. 212, 15F., No. 99, Fuxing N. Rd., Songshan Dist., Taipei City 105Taiwan (R.O.C.)",02-27157586,henry.lin@victoriash.com,www.dalue.com.tw,林亨杰,稽核主管,02-27157586,henry.lin@victoriash.com,www.dalue.com.tw
21,5301,寶得利國際股份有限公司,寶得利,觀光事業,－,新北市永和區竹林路60號2樓,30866141,張竹煌,張竹煌,寧國輝,顧問,陳敏俊,02-89211333,67/10/06,79/06/25,新台幣 10.0000元,1045525710,104552571,64025040,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號B1,資信聯合會計師事務所,黃增國,戴至柔,CJW,"2F., No.60, Zhulin Rd., Yonghe Dist., New Taipei City 234, Taiwan (R.O.C.)New Taipei, Taiwan (R.O.C.)",02-89210333,ning@cjwtaiwan.com,http://www.cjwtaiwan.com/,寧國輝,顧問,02-89211333#788,ning@cjwtaiwan.com,http://www.cjwtaiwan.com/finance_info/22
22,5364,力麗觀光開發股份有限公司,力麗店,觀光事業,－,台北市中山區松江路162號3樓,23615486,蔡宗易,蔡宗易,何宜靜,會計經理,劉文志,(02)21002128,79/01/24,87/12/07,新台幣 10.0000元,288499400,28849940,14750000,0,合併,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市中正區忠孝東路二段95號1樓,安侯建業聯合會計師事務所,池世欽,韓沂璉,LEALEA HOTELS,"3F, No.162, Sung Chiang RdTaipei,Taiwan,R.O.C",(02)21001799,vp@lealeahotel.com,www.lealeahotel.com,林玉梅,股務,02-25671334,may0923@lealeahotel.com,www.lealeahotel.com
23,5701,劍湖山世界股份有限公司,劍湖山,觀光事業,－,雲林縣古坑鄉永光村大湖口六十七號,22265047,尤義賢,謝顯爵,謝顯爵,總經理,林美草,05-5825789,75/08/07,87/03/12,新台幣 10.0000元,2537569570,253756957,29995501,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段九十七號地下二樓,國富浩華聯合會計師事務所,蔡淑滿,黃鈴雯,JFS,"67 TA-HU-KOU,YONG-KWANG VILLAGE,KOO-KUNG HSIANG,YUNELIN HSIEN,TAIWAN,R.O.C.",05-5825781,customer@mail.janfusun.com.tw,http://www.janfusun.com.tw,林鳳雯,股務,05-5825789,f001103@mail.janfusun.com.tw,http://www.janfusun.com.tw
24,5703,亞都麗緻大飯店股份有限公司,亞都麗緻,觀光事業,－,台北市民權東路2段41號,12144501,周永銘,顏鎮國,蔡逸文,集團財務會計協理,許芷嫣,0225971234,66/05/25,88/06/15,新台幣 10.0000元,702395940,70239594,0,0,合併,每年,董事會,凱基證券股份有限公司,0223892999,重慶南路1段2號5樓,國富浩華聯合會計師事務所,陳桂美,楊淑卿,Landis Taipei,"41, MIN CHUAN EAST ROAD.,SEC. 2,　TAIPEI, TAIWAN,104, R.O.C.",0225969223,service@landistpe.com.tw,http://taipei.landishotelsresorts.com/chinese-trad,蔡逸文,集團財務會計協理,0277352366,Anderson.iwtsai@landisgroup.com.tw,http://www.landishotelsresorts.com/event/file/info-TP.pdf
25,5704,知本老爺大酒店股份有限公司,老爺知,觀光事業,－,台東縣卑南鄉溫泉村龍泉路113巷23號,23637974,林清波,劉祖寧,盧炳宏,財務經理,傅麗香,089510666,81/11/29,88/12/21,新台幣 10.0000元,388616580,38861658,0,0,個別,每年,董事會,台新證券股務代理部,0225048125,台北市中山區10409建國北路一段96號B1,資誠聯合會計師事務所,阮呂曼玉,馮敏娟,Chihpen Royal,"No.23,Lane 113,Long Chuien Rd.Wen Chuien Village,Peinan Hsiang Taitung Taiwan,R.O.C",089510678,jacky.lu@cp.hotelroyal.com.tw,http://www.hotelroyal.com.tw/chihpen/,盧炳宏,財務經理,089510680分機830,jacky.lu@cp.hotelroyal.com.tw,http://www.hotelroyal.com.tw/chihpen/investors.aspx?NO=169
26,8077,洛碁實業股份有限公司,洛碁,觀光事業,－,臺北市中山區南京東路2段69號3樓,89211393,謝憲治,謝憲治,李月梅,公司治理經理,彭妃秀,02-2562-0018,83/07/22,93/12/06,新台幣 10.0000元,1097283430,109728343,59433455,0,合併,每年,股東會,兆豐證券股份有限公司,02-3393-0898,台北市中正區忠孝東路二段95號1樓,安侯建業聯合會計師事務所,韓沂璉,黃欣婷,GWH,"3F., No.69, Sec. 2, Nanjing E. Rd., Zhongshan Dist. Taipei City 104, Taiwan, R.O.C.",02-2563-3115,greenworldhotel@gwh.global,http://www.greenworldhotels.com/,李月梅,公司治理經理,02-25620018#515,yamaylee@gwh.global,http://invest.greenworldhotels.com
