,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,5403,中菲電腦股份有限公司,中菲,資訊服務業,－,台北市內湖區行愛路151號8樓,12358067,莊斯威,張樹義,吳淑如,財務長,張樹義,81705168,70/11/21,88/10/15,新台幣 10.0000元,708930450,70893045,0,0,合併,每年,董事會,台新證券股務代理部,25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,邱盟捷,鄭欽宗,DDSC,"8th FL.No.151,Xing'ai Rd.,Neihu Dist Taipei Taiwan, R.O.C",81706168,daphne@ddsc.com.tw,http://www.ddsc.com.tw,吳淑如,財務長,81705168,selena@ddsc.com.tw,http://www.ddsc.com.tw
11,5410,國眾電腦股份有限公司,國眾,資訊服務業,－,臺北市內湖區陽光街298號3樓,01517124,王超群,王超群,吳建芳,協理,李祥睿,(02)2799-6789,74/09/13,88/11/26,新台幣 10.0000元,873701230,87370123,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,臺北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,劉書琳,徐文亞,LEO,"3F, No. 298, Yang Guang St., Neihu Dist.,Taipei 11491, Taiwan, R.O.C.",(02)2799-7789,finance@leosys.com,www.leosys.com,吳建芳,協理,02-27996789,allanwu0415@leosys.com,www.leosys.com
12,6140,訊達電腦股份有限公司,訊達電腦,資訊服務業,－,台北市中山區建國北路二段147號2樓,30990747,盧崑錄,蘇文宗,潘薇馨,處經理,莊博勝,02-2501-5568,71/11/08,91/02/04,新台幣 10.0000元,383679060,38367906,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,池瑞全,陳慧銘,DIMENSION,"2F, No.147,Sec. 2,Jianguo N. Rd.,TAIPEI, 104, TAIWAN, ROC",02-2505-5134,vivienne_pan@dimension.com.tw,www.dimension.com.tw,潘薇馨,處經理,02-25015568,vivienne_pan@dimension.com.tw,www.dimension.com.tw
13,6148,驊宏資通股份有限公司,驊宏資,資訊服務業,－,台北市中正區北平東路30號5樓,86468118,廖文鐸,廖文鐸,高郁芬,公司治理主管,李靜怡,(02)2356-3996,80/12/27,91/02/01,新台幣 10.0000元,466037570,46603757,0,0,合併,每季,董事會,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,薛峻泯,陳昭伶,AZION,"5F., No.30, Beiping E. Rd., Jhongjheng District,Taipei City 100, Taiwan (R.O.C.)",(02)2356-3995,ir@azion.com.tw,www.azion.com.tw,高郁芬,發言人,02-23563996#1006,ir@azion.com.tw,www.azion.com.tw
14,6221,晉泰科技股份有限公司,晉泰,資訊服務業,－,新竹市光復路二段289號7F,84981323,安達鑫投資股份有限公司,史守威,周佳樺,財務會計處協理,吳星澄,03-5163089,83/06/24,92/01/06,新台幣 10.0000元,714453910,71445391,0,0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,02-25288988,105411台北市松山區南京東路五段188號15樓,廣信益群聯合會計師事務所,萬益東,張倩綾,Genesis,"7F, No.289, Sec.2, Kuang Fu Rd.,　Hsin-Chu City 300, Taiwan, R.O.C.",03-5163063,IR@genesis.com.tw,https://www.genesis.com.tw/,周佳樺,財務會計處協理,03-5163089,IR@genesis.com.tw,https://www.genesis.com.tw/tw/about/index.aspx?root=10&kind=19
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,6231,系微股份有限公司,系微,資訊服務業,－,台北市中山區建國北路二段120號16樓,16627697,王志高,莊鈴文,徐心吾,財會協理,李佩燕,66083688,87/09/18,92/01/23,新台幣 10.0000元,380434880,38043488,0,0,合併,每年,股東會,凱基證券股份有限公司,23892999,台北市重慶南路一段2號4樓,安侯建業聯合會計師事務所,陳眉芳,吳政諺,Insyde,"12F, No. 161, Sec. 2, Minsheng E. Rd., Jhongshan DistrictTaipei, Taiwan, R.O.C.",66083689,ir@insydesw.com,www.insyde.com,徐心吾,徐心吾,886-2-6608-3688,ir@insyde.com,www.insyde.com/zh-hant/company
17,6404,中國通訊多媒體集團有限公司,通訊-KY,資訊服務業,KY 開曼群島,台北市大安區光復南路102號8樓,53661269,"Goh, Hwan Hua","Goh, Hwan Hua",陳家淇,財務長,"Goh, Hwan Hua",02-77461389,100/06/20,103/07/23,新台幣 10.0000元,143680000,14368000,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳招美,陳薔旬,CCMG,"8F., No.102, Guangfu S. Rd., Da’an Dist.Taipei, Taiwan 10694",02-77130123,executive@ccmg.mobi,http://www.ccmg.mobi/,廖淑琪,經理,02-77461389,executive@ccmg.mobi,http://www.ccmg.mobi/privy.html
18,6516,勤崴國際科技股份有限公司,勤崴國際,資訊服務業,－,台北市中正區羅斯福路二段100號3樓,28835663,柯應鴻,黃晟中,黃晟中,總經理,蔡明祝,(02)2363-5445,96/12/26,108/05/06,新台幣 10.0000元,424138110,42413811,0,0,個別,每年,股東會,元大證券(股)公司,(02)2586-5859,台北市承德路三段210 號地下一樓,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,KINGWAY,"3F.,No 100, Sec 2, Roosevelt Rd.,Taipei City 100, Taiwan. R.O.C",(02)2363-5497,i_service@kingwaytek.com,www.kingwaytek.com,蔡楚卉,協理,(02)2363-5445#168,i_service@kingwaytek.com,www.kingwaytek.com
19,6590,普鴻資訊股份有限公司,普鴻,資訊服務業,－,台北市信義區忠孝東路四段560號4樓,70584647,林群國,林群國,林佩宜,管理部協理,黃可清,23452366,89/07/22,107/12/24,新台幣 10.0000元,182912500,18291250,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,27035000,臺北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,邱政俊,吳世宗,Provision,"4F., No.560, Sec. 4, Jhongsiao E. Rd., Sinyi Dist.,Taipei City 11071, Taiwan (R.O.C.)",23451600,public_1@provision.com.tw,www.provision.com.tw,林佩宜,管理部協理,02-2345-2366,Public_1@provision.com.tw,
20,6593,台灣銘板股份有限公司,台灣銘板,資訊服務業,－,桃園市龜山區華亞一路36號,20675832,王挺榮,印文正,蘇文輝,副總經理,陳舒懷,03-3270567,59/12/04,106/11/03,新台幣 10.0000元,203034010,20303401,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,楊靜婷,劉水恩,TNP,"33383 NO.36, HUAYA 1ST RD., GUISHAN DIST.,TAOYUAN CITY, TAIWAN",03-3272688,whsu@tnp.com.tw,www.tnp.com.tw,蘇文輝,副總經理,03-3270567,whsu@tnp.com.tw,www.tnp.com.tw
21,6690,安碁資訊股份有限公司,安碁資訊,資訊服務業,－,台北市信義區忠孝東路四段563號8樓,70565450,施宣輝,吳乙南,譚百良,財務長,凌秋玉,02-8979-6286,89/05/29,108/10/30,新台幣 10.0000元,169997200,16999720,0,0,個別,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,高靚玟,施威銘,ACSI,"8F., No. 563, Sec. 4, Zhongxiao E. Rd., Xinyi Dist.Taipei City 110, Taiwan (R.O.C.)",02-2756-6286,ir@acercsi.com,www.acercsi.com/,凌秋玉,總監,02-8979-6286,ir@acercsi.com,https://www.acercsi.com/
22,6697,東捷資訊服務股份有限公司,東捷資訊,資訊服務業,－,台北市南港區三重路19-8號5樓,23929058,高尚偉,高尚偉,洪龍珠,財務長,劉新正,26552525,79/12/01,108/12/26,新台幣 10.0000元,273233640,27323364,5084273,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,支秉鈞,賴宗羲,ITTS,"5F, NO.19-8, SANCHONG ROAD, NAN KANGTAIPEI, TAIWAN",26551010,ir@itts.com.tw,http://www.itts.com.tw,洪龍珠,財務長,0958986697,ir@itts.com.tw,https://www.itts.com.tw/zh-tw/stakeholder
23,6751,智聯服務股份有限公司,智聯服務,資訊服務業,－,新竹縣竹北市自強南路8號7樓之10,57604000,施宣輝,韓政達,韓政達,總經理,齊祖杰,03-533-9141,106/09/13,109/12/25,新台幣 10.0000元,130300000,13030000,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6 號6樓,勤業眾信聯合會計師事務所,邱盟捷,蔡振財,AST,"7F.-10, No. 8, Ziqiang S. Rd., Zhubei City,Hsinchu County 302, Taiwan (R.O.C.)",03-542-4157,IR.AST@acer-ast.com,https://www.acer-ast.com/,齊祖杰,財務長,03-533-9141,IR.AST@acer-ast.com,https://www.acer-ast.com/finance/#block1970
24,6752,叡揚資訊股份有限公司,叡揚,資訊服務業,－,台北市中山區德惠街9號5樓,22425662,張培鏞,陳世安,林秋丹,處長,王佳琪,02-25867890,76/03/16,109/12/10,新台幣 10.0000元,283020000,28302000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,于紀隆,林恒昇,GSS,"5F., No.9, Dehui St., Zhongshan DistrictTaipei,Taiwan",02-25868787,GSSIR@gss.com.tw,https://www.gss.com.tw,陳淑卿,執行長特助,02-25867890,GSSIR@gss.com.tw,https://www.gss.com.tw/csr
25,8099,大同世界科技股份有限公司,大世科,資訊服務業,－,台北市中山北路三段22號,70771557,沈柏延,沈柏延,許秋嬋,財務長,陳志宏,(02)25915266,89/05/05,93/03/29,新台幣 10.0000元,885600000,88560000,0,0,合併,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路1段6號6樓,安永聯合會計師事務所,楊智惠,王彥鈞,TSTI,"22 CHUNGSHAN N. RD., 3RD SEC., TAIPEI, TAIWAN, 104, R. O.C.TAIPEI-CITY, R. O. C.",(02)25957606,spokesman.tsti@etatung.com,http://www.etatung.com,許秋嬋,財務長,02-55625600,investor.tsti@etatung.com,http://www.etatung.com/Home/ShowProductionInfoIdea?ID=6bffb077-a090-4f72-a70b-573cc5e519c7
26,8284,三竹資訊股份有限公司,三竹,資訊服務業,－,台北市中山區新生北路二段39號11樓,86136982,邱宏哲,邱宏哲,林志鴻,副總經理,方和慶,25639999,80/05/30,109/05/18,新台幣 10.0000元,463420000,46342000,0,0,個別,每年,股東會,兆豐證券股份有限公司,3393-0898,台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,周筱姿,賴宗羲,MITAKE,"11F, No. 39, Sec. 2, Hsin Sheng N. Rd.Taipei, Taiwan, R.O.C.",25671968,IR@mitake.com.tw,http://www.mitake.com.tw,林志鴻,副總經理,25420000,IR@mitake.com.tw,http://www.mitake.com.tw
27,8416,實威國際股份有限公司,實威,資訊服務業,－,台北市內湖區行愛路78巷28號5樓之5,27746072,李建興,許泰源,許泰源,總經理,陳月美,02-2795-1618,94/07/07,101/09/19,新台幣 10.0000元,282107100,28210710,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,張淑瓊,林鈞堯,SWTC,"5F-5, NO. 28, LANE 78, XING-AI RD.,NEI HU, TAIPEI, TAIWAN, ROC",02-2795-2338,info@swtc.com,WWW.SWTC.COM,陳忠誠,總經理特助,02-2795-1618#116,jschen@swtc.com,http://www.swtc.com/cht/formidable.php
