,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,5478,智冠科技股份有限公司,智冠,文化創意業,－,高雄市前鎮區擴建路1-16號13樓,81231585,王俊博,王俊博,鍾興博,集團財管中心總經理,王思淳,(07)815-0988,72/07/15,90/03/29,新台幣 10.0000元,1274743320,127474332,0,0,合併,每季,董事會,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,陳珍麗,許凱甯,SOFT-WORLD,"13F., No. 1-16, Kuojian Rd., Chianjen Chiu,Kaohsiung, Taiwan 806, R.O.C",(07)815-5658,ir@soft-world.com.tw,www.soft-world.com,李侑蓁,課長,(02)2788-9188 #221,ir@soft-world.com.tw,http://www.soft-world.com/Connect/Stakeholder
11,6101,寬魚國際股份有限公司,寬魚國際,文化創意業,－,台北市大安區復興南路二段268號12樓,23466893,邱漢中,邱漢中,莊偉民,財務處處長,待補,(02)87322999,78/10/26,90/03/29,新台幣 10.0000元,1164223710,116422371,56595521,0,合併,每年,董事會,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,邱昭賢,支秉鈞,KIC,"12F., No.268, Sec. 2, Fusing S. Rd., Da’an Dist.Taipei City 106, Taiwan (R.O.C.)",(02)27368788,byron@kwans.com.tw,https://kwansinternational.wixsite.com/kwansintern,黃政國,股務,(02)87322999#213,andy_kuo@kwans.com.tw,https://kwansinternational.wixsite.com/kwansinternational/blog
12,6111,大宇資訊股份有限公司,大宇資,文化創意業,－,台北市仁愛路四段85號6樓,16612907,凃俊光,蔡明宏,莊仁川,財務長暨副總經理,謝淑津,02-27226266,87/08/03,90/08/08,新台幣 10.0000元,655868910,65586891,28012969,0,合併,每年,股東會,元大證券股務代理部,02-25865859,台北市大同區承德路三段210號B1,安永聯合會計師事務所,余倩如,楊智惠,SOFTSTAR,"6F., No85, Sec4, Renai Rd.Taipei City 106, Taiwan, R.O.C.",02-27292066,otc@softstar.com.tw,group.softstar.com.tw,莊仁川,財務長暨副總經理,27226266,danny_chuang@softstar.com.tw,group.softstar.com.tw
13,6144,得利影視股份有限公司,得利影,文化創意業,－,台北市民權西路53號10樓,89398566,吳昭弘,楊愛麗,楊愛麗,總經理,單慧梅,25962866,84/07/19,91/01/23,新台幣 10.0000元,382737010,38273701,21682128,0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,游淑芬,張淑瓊,DMT,"10F, 53, Ming Chuan W. Rd.Taipei, 104 Taiwan",25964829,alice-yang@deltamac.com.tw,www.deltamac.com.tw,楊愛麗,總經理,25962866-607,Alice-Yang@deltamac.com.tw,http://www.deltamac.com.tw/
14,6169,昱泉國際股份有限公司,昱泉,文化創意業,－,台北市南港區園區街3之2號11樓之1,23296194,蔡錦隆,蘇永祥(代),賴怡涵,財會經理,蘇永祥,02-8797-7000,78/04/18,91/03/22,新台幣 10.0000元,233949600,23394960,4469110,0,合併,每年,股東會,富邦綜合證券﹝股﹞公司,02-2361-1300,台北市中正區許昌街十七號二樓,安侯建業聯合會計師事務所,楊樹芝,林恒昇,InterServ,"11F-1, No.3-2, Yuanqu St., Nangang DistTaipei City 115, Taiwan (R.O.C.)",02-8797-7199,financial@interserv.com.tw,www.interserv.com.tw,賴怡涵,財會經理,02-8797-7000,financial@interserv.com.tw,www.interserv.com.tw/tw/index.php
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,6180,遊戲橘子數位科技股份有限公司,橘子,文化創意業,－,台北市內湖區瑞湖街111號,89550029,劉柏園,劉柏園,蘇信泓,集團財務長,陳韻茹,(02)26588866,84/06/12,91/05/21,新台幣 10.0000元,1754935730,175493573,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林一帆,顏裕芳,GAMANIA,"No.111, Ruihu St.,Neihu Dist., Taipei City, Taiwan",(02)26588855,ir@gamania.com / pr@gamania.com business@gamania.com,http://www.gamania.com,蘇信泓,集團財務長,(02)26588866#1018,ir@gamania.com,http://www.gamania.com
17,6294,智基科技開發股份有限公司,智基,文化創意業,－,台南市北區成功路114號10樓之1,97306837,邱仕榮,邱仕榮,黃盈圖,財務協理,林宛柔,06-2258899,85/12/21,93/01/13,新台幣 10.0000元,245727410,24572741,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,林姿妤,林永智,Tekom,"10F.-1, No.114, Chenggong Rd., North Dist., Tainan City 704, Taiwan (R.O.C.)Tainan City , Taiwan (R.O.C.)",06-2207979,ianhuang@tekom.com.tw,http://www.tekom.com.tw/,黃盈圖,財務協理,04-22221878,ianhuang@tekom.com.tw,http://www.tekom.com.tw/
18,6482,弘煜科技事業股份有限公司,弘煜科,文化創意業,－,台中市臺灣大道二段186號15樓之2,25064206,洪而立,洪而立,劉素幸,協理,劉昱昌,04-2322-2886,98/11/05,105/06/13,新台幣 10.0000元,171484400,17148440,0,0,合併,每年,股東會,日盛證券(股)公司股務代理部,02-2541-9977,104台北市中山區南京東路二段85號7樓,安侯建業聯合會計師事務所,吳俊源,張字信,FUN YOURS,"15F.,NO.186 Sec.2,Taiwan Blvd.,Taichung,Taiwan",04-2322-2971,public@fy.com.tw,www.fy.com.tw,劉素幸,協理,04-23222886,susan@fy.com.tw,http://fy.com.tw/investors/investors_1.htm
19,6542,隆中網絡股份有限公司,隆中,文化創意業,－,臺中市北區健行路360號2樓之3,53114404,顧剛維,顧剛維,蘇建東,財務副總,林佩宜,04-22360500,99/12/06,105/09/08,新台幣 10.0000元,420006300,42000630,10500000,0,合併,每年,董事會,元大證券股務代理部,02-25865859,台北市承德路三段 210 號地下一樓,資誠聯合會計師事務所,劉美蘭,賴宗羲,GAMESPARCS,"Room. 3, 2F., No.360, Jianxing Road., North District.,Taichung City 40459, Taiwan (R.O.C.)",04-22360560,investor@gamesparcs.com,https://www.gamesparcs.com/,蘇建東,財務副總,04-22360500 #861,investor@gamesparcs.com,https://www.gamesparcs.com/
20,6596,寬宏藝術經紀股份有限公司,寬宏藝術,文化創意業,－,臺北市中山區樂群二路267號6樓,27530185,林建寰,林建寰,汪聖柏,財務長,王雅新,(02)2532-6677,93/11/05,107/01/04,新台幣 10.0000元,300000000,30000000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)23711658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,謝建新,張耿禧,KHAM Inc.,"6F., No.267, Lequn 2nd Rd., Zhongshan Dist.,Taipei city 10462, Taiwan",(02)2532-9111,IR@khmail.com.tw,http://www.khaminc.com.tw,汪聖柏,財務長,(02)2533-8777,ir@khmail.com.tw,http://www.khaminc.com.tw
21,8446,華研國際音樂股份有限公司,華研,文化創意業,－,(104)台北市中山區建國北路二段135號15樓,16842491,呂燕清,何燕玲,李首賢,副總經理,蘇雅惠,02-25121919,88/05/01,102/12/19,新台幣 10.0000元,529144050,52914405,0,0,合併,每半會計年度,董事會,兆豐證券股份有限公司股務代理部,(02)3393-0898,台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,支秉鈞,周筱姿,HIM Music,"15 F., No 135, Sec.2 , Jian Guo N Rd.Taipei, Taiwan",02-25079569,spokesman@him.com.tw,http://www.him.com.tw,廖庭萱,主任,02-27183199,tammy@him.com.tw,http://www.him.com.tw/about.php
22,8450,霹靂國際多媒體股份有限公司,霹靂,文化創意業,－,新北市汐止區新台五路一段95號32樓,97053241,黃文章,黃亮勛,黃文章,董事長,郭宗霖,(02)8978-0555,85/07/02,103/10/07,新台幣 10.0000元,513099470,51309947,0,0,合併,每年,董事會,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,徐聖忠,林雅慧,PILI,"32F., No. 95, Sec. 1, Xintai 5th Rd.,Xizhi Dist., New Taipei City,Taiwan",(02)8978-0666,public@pili.tw,http://www.pili.com.tw/,林欣慧,經理,(02)8978-0555#2901,public@pili.tw,https://beta.pili.com.tw/investor.php?category=company
23,8923,時報文化出版企業股份有限公司,時報,文化創意業,－,台北市萬華區和平西路3段240號1至7樓,01405937,趙政岷,趙政岷,黃振元,財務部財務長,張正芳,(02)23066600,74/11/05,88/12/27,新台幣 10.0000元,303758000,30375800,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,鄭欽宗,邱盟捷,C.T.Publishing,"1-7F, No.240, Sec. 3, Heping W. Rd., Wanhua Dist., TAIPEI, R.O.C.",(02)23025638,simon@readingtimes.com.tw,www.readingtimes.com.tw,黃振元,財務部財務長,02-23066600#8616,simon@readingtimes.com.tw,www.readingtimes.com.tw
24,9949,琉園股份有限公司,琉園,文化創意業,－,新北市永和區成功路一段80號22樓,84767175,王永山,王永山,王永山,董事長,葉如萍,(02)77055168,83/04/07,92/11/21,新台幣 10.0000元,440333600,44033360,0,0,合併,每年,股東會,元富證券股份有限公司,27686668,台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,葉淑娟,卓明信,TITTOT,"22F., No.80, Sec. 1, Chenggong Rd., Yonghe City,New Taipei City 23452, Taiwan (R.O.C.)",(02)77055188,ruby.yeh@tittot.com,www.tittot.com,江雯櫻,專員,(02)77055168分機107,sara.chiang@tittot.com,http://www.tittot.com/ch/zhTW-stockholder.jsp
