,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,2017,官田鋼鐵股份有限公司,官田鋼,鋼鐵工業,－,台南市南區新建路47號4樓,72065240,汪振澤,謝政成,陳重憲,副董事長,陳介仁,06-2643888,62/07/28,81/11/02,新台幣 10.0000元,3418674620,341867462,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,105台北市松山區東興路8號B1樓,勤業眾信會計師事務所,廖鴻儒,楊朝欽,Quintain Steel,"4F., NO.47, Xinjian Rd., South Distruct,Tainan City , Taiwan, R.O.C.",06-2641789,audit@quintain.com.tw,www.quintain.com.tw,陳重憲,副董事長,06-2643888,hrd@quintain.com.tw,http://www.quintain.com.tw/about.asp?le=tchinese
11,2020,美亞鋼管廠股份有限公司,美亞,鋼鐵工業,－,台北市中山區民權東路3段二之1號12樓,44680700,黃春發,蕭敏志,吳倫吉,副總經理,楊榮凱,(02)2509-1199,48/09/29,82/04/27,新台幣 10.0000元,2225261000,222526100,0,0,合併,每年,董事會,國票綜合證券股份有限公司,(02)2528-8988,(105411)台北市松山區南京東路五段188號15樓,國富浩華聯合會計師事務所,林金鳳,張亞荃,MAYER PIPE,"12F.,NO.2-1,SEC.3,MINCHUAN EAST ROADTAIPEI TAIWAN R.O.C.",(02)2517-1100,myfinance@sparqnet.net,http://www.mayer.com.tw,吳倫吉,副總經理,(02)2509-1199#2130,"LungChi,Wu@Mayergroup.com.tw",http://www.mayer.com.tw/2015/01/blog-post.html
12,2022,聚亨企業股份有限公司,聚亨,鋼鐵工業,－,高雄市岡山區新樂街79-1號,79841479,呂艷娟,黃文松,王敏華,經理,張文惠,07-6212191,69/11/20,84/03/27,新台幣 10.0000元,4797519760,479751976,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區民生西路一段6號6樓,正風聯合會計師事務所,賴永吉,吳欣亮,TYCOONS,"79-1 SHIN-LO STREET KANGSHANKAOHSIUNG CITY TAIWAN,R.O.C.",07-6230159,tycoons@mail.tycons.com.tw,www.tycons.com.tw,王敏華,經理,07-6212191,tycoons@ms4.hinet.net,http://www.tycons.com.tw/serviceslist.aspx?id=57
13,2023,燁輝企業股份有限公司,燁輝,鋼鐵工業,－,高雄市橋頭區芋寮路369號,75947936,林義守,吳林茂,陳永賢,執行副總經理,田文中,(07)611-7181,67/04/14,84/07/28,新台幣 10.0000元,18905695180,1890569518,0,0,合併,每年,董事會,燁輝企業股份有限公司台北股務課,(02)2395-6780,台北市北平東路30號15樓,國富浩華聯合會計師事務所,黃鈴雯,蔡淑滿,YP,"No. 369, Yuliao Road, Qiaotou DistrictKaohsiung City 82544, Taiwan (R.O.C.)",(07)612-3720,stock@yiehphui.com.tw,http://www.yiehphui.com.tw,林建宏,協理,07-6117042,stock@yiehphui.com.tw,http://www.yiehphui.com.tw
14,2024,志聯工業股份有限公司,志聯,鋼鐵工業,－,桃園市新屋區中興路480號,43633504,潘仲良,謝陳旺,邱明垣,協理,林信安,(03)4772797,62/09/03,84/12/30,新台幣 10.0000元,975000000,97500000,0,0,個別,每年,股東會,群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,CHIH LIEN,"NO.480,CHUNG SHING RD.SHIN WU DISTRICT,TAO-YUAN CITY TAIWAN,R.O.C.",(03)4770875,anny@mail.chihlien.com.tw,http://www.chihlien.com.tw,邱明垣,協理,0921888239,bruce@mail.chihlien.com.tw,http://www.chihlien.com.tw
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,2025,千興不銹鋼(股)公司,千興,鋼鐵工業,－,台南市麻豆區小埤里工業路222號,70005915,葉碩堂,葉碩堂,葉碩堂,董事長,邱麗雲,(06)5703271,61/05/08,85/02/08,新台幣 10.0000元,2811672620,281167262,0,0,個別,每年,股東會,宏遠證券(股)公司,(02)77198899,台北市大安區信義路4段236號3樓,致遠聯合會計師事務所,呂瑞文,曾瑞燕,CSSSC,"NO.222,INDUSTRY ROAD,MATOUTAINAN,TAIWAN,R.O.C",(06)5700296,youwin0968772027@gmail.com,WWW.CSSSC.COM.TW,邱麗雲,財務處處長,(06)5703271,chliyutw@msa.csssc.com.tw,http://www.csssc.com.tw/tw/about_stakeholder.htm
17,2027,大成不銹鋼工業股份有限公司,大成鋼,鋼鐵工業,－,台南市仁德區新田二街125號,22318348,謝麗雲,謝榮坤,林炳文,經理,張地金,06-2701756,75/11/27,85/10/24,新台幣 10.0000元,20084658530,2008465853,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市東興路8號地下一樓,勤業眾信聯合會計師事務所,李季珍,楊朝欽,TC,"No.125, HSIN TIEN 2ND ST., HSIN-TIENJENG-TEN, TAINAN, TAIWAN, R.O.C.",06-2706354,iris@tachen.com.tw,www.tachen.com.tw,林炳文,經理,06-2701756#6007,leuis@tachen.com.tw,www.tachen.com.tw/download/contact.pdf
18,2028,威致鋼鐵工業股份有限公司,威致,鋼鐵工業,－,台南市官田區南部里南部123號,69771636,郭瑞西,郭素惠,郭素惠,總經理,林華章,06-5790213,71/10/27,85/12/13,新台幣 10.0000元,3257148000,325714800,166714800,0,個別,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,國富浩華聯合會計師事務所,謝仁耀,蘇炳章,WEI CHIH,"NO.123, Nan Pu Village, Kuan Tien Distrect,Tainan City, Taiwan, R.O.C",886-6-5790441,ws002@ms29.hinet.net,www.weichih.com.tw,李月琴,副理,06-5790213 #204,ws002@ms29.hinet.net,www.weichih.com.tw
19,2029,盛餘股份有限公司,盛餘,鋼鐵工業,－,高雄市小港區中林路11號,79837539,北村宗一,許清俊,許清俊,總經理,吳明鴻 等3位,(07)871-9000,62/05/19,86/01/11,新台幣 10.0000元,3211800000,321180000,0,0,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,郭麗園,劉裕祥,SYSCO,"No.11, Chung Lin Rd., Hsiao Kang,Kaohsiung, 81260 Taiwan, R.O.C.",(07)871-8014,fa@shengyusteel.com,www.shengyusteel.com,楊東龍,業務部營業企劃處處長,(07)8715433,lo_yang@shengyusteel.com,https://shengyusteel.com/www/main/concern.aspx
20,2030,彰源企業股份有限公司,彰源,鋼鐵工業,－,雲林縣斗六市工業區工業路122號,60330130,張炳耀,張炳耀,施義正,財務協理,李文智,886-5-5571668,73/10/05,87/12/24,新台幣 10.0000元,2805260270,280526027,0,0,合併,每年,股東會,凱基證券股份有限公司,02-23148800,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,蘇定堅,吳麗冬,FROCH,No.122 Industrial RoadTou-Liu City Yun-Lin Taiwan R.O.C,886-5-5571665,Investors@froch.com,www.froch.com,施義正,財務協理,05-5571668,stan.shih@froch.com,http://www.froch.com/TCHI/Stakeholder.php
21,2031,新光鋼鐵股份有限公司,新光鋼,鋼鐵工業,－,新北市三重區重新路4段97號25樓,35836625,粟明德,粟明德,許昭郎,副總經理,高登貴,02-2978-8888,56/01/01,89/09/11,新台幣 10.0000元,3211463410,321146341,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-2746-3797,台北市東興路八號地下一樓,勤業眾信聯合會計師事務所,姚勝雄,張瑞娜,Hkssteel,"25FL,.No.97,SEC.4,Chung-Sing RD.,San-Chung City,Taipei Taiwan R.O.C",02-2978-3168,hkssteel@ms4.hinet.net,www.hkssteel.com.tw,許昭郎,副總經理,02-2978-8888-2236,irp_mail@hksteel.com.tw,https://www.hkssteel.com.tw/#
22,2032,新鋼工業股份有限公司,新鋼,鋼鐵工業,－,新北市新莊區大安路8號,34008635,富巨春股份有限公司代表人鄭毅宏,鄭毅宏,成主賜,行政部門協理,唐英貴,02-22020152,60/07/10,89/09/11,新台幣 10.0000元,1305215450,130521545,0,0,個別,每年,董事會,永豐金證券股份有限公司股代部,02-23816288,北市博愛路17號3F,國富浩華聯合會計師事務所,王戊昌,林志隆,Sinkang,"No.8, Dah An Road., Xinzhuang Dist.,New Taipei City242 , TaiwanR.O.C.",02-22059856,sinkang@sinkang.com.tw,www.sinkang.com.tw,成主賜,行政部門協理,02-22020152#2008,personnel@sinkang.com.tw,www.sinkang.com.tw
23,2033,佳大世界股份有限公司,佳大,鋼鐵工業,－,台南市永康區鹽行里中正北路三一七巷十六號,72072615,吳大和,陳正平,王秋月,財務主管,曾科誠,(06)253-3117,62/04/23,89/09/11,新台幣 10.0000元,806945360,80694536,0,0,個別,每年,股東會,元大證券公司股務代理部,(02)25863117,台北市大同區承德路三段210號地下一樓,南台聯合會計師事務所,丁澤祥,蔡玉琴,CHIA TA,NO.16. LANE 317. CHUNG CHENG NORTH ROAD. YONG KANG DISTRICT.TAINAN CITY TAIWAN.,(06)253-7301,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/,王秋月,財務主管,06-2533117,r2533117@ms14.hinet.net,http://www.ctworld.com.tw/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80.html
24,2034,允強實業股份有限公司,允強,鋼鐵工業,－,彰化縣溪州鄉舊眉村中山路四段二七０號,59068700,張金鈺,張金鈺,詹烈麟,財務部副總經理,李味麗,04-889-9666,62/01/31,90/09/17,新台幣 10.0000元,4445345270,444534527,0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,02-2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,曾棟鋆,蔣淑菁,YC,"No.270,Sec.4,Jungshan Rd.,Shijou Township,Chang-Hwa,Taiwan",04-889-9766,yf@ycinox.com,http://www.ycinox.com,詹烈麟,財務部副總經理,04-889-9776,yftony@ycinox.com,http://www.ycinox.com
25,2038,海光企業股份有限公司,海光,鋼鐵工業,－,高雄市小港區沿海二路12號,75470524,黃韋翰,黃燦明,楊建璋,財務部協理,吳郁慧,(07)8021011,58/03/21,97/12/30,新台幣 10.0000元,1812645220,181264522,0,0,合併,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,王兆群,吳秋燕,HAIKWANG,"12, YEN HAI 2ND ROAD, KAOHSIUNG, TAIWAN, R.O.C.",(07)8022030,hk@haikwang.com.tw,www.haikwang.com.tw,楊建璋,財務部協理,07-8021011-220,hk1244@haikwang.com.tw,http://haikwang.com.tw/page_4-6.html
26,2069,運錩鋼鐵股份有限公司,運錩,鋼鐵工業,－,高雄市前金區中正四路235號13樓之1,22533297,顏德和,顏德威,顏德威,總經理,朱培誠,(07)969-5858,76/07/24,105/03/22,新台幣 10.0000元,1663868360,166386836,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,許凱甯,吳秋燕,YC,"13F, NO 235, JUNGJENG 4TH ROAD, CHIANJIN CHIUKAOHSIUNG, TAIWAN",(07)968-5768,info@yuenchang.com.tw,www.yuenchang.com.tw,黃雅嵐,課長,(07)9695858#138,landy@yuenchang.com.tw,www.yuenchang.com.tw
27,2211,長榮鋼鐵股份有限公司,長榮鋼,鋼鐵工業,－,台北市中山區長安東路2段100號11樓,81188829,林耿立,劉邦恩,劉邦恩,總經理,莊婷婷,02-25135858,62/01/29,110/04/12,新台幣 10.0000元,4199819630,419981963,0,0,合併,每年,股東會,凱基證券股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張青霞,趙永祥,EGST,"11F., No. 100, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,TAIPEI, TAIWAN",02-25135799,finacs@evergreennet.com,http://www.evergreennet.com,莊婷婷,協理,02-25135701,finacs@evergreennet.com,http://www.evergreennet.com
28,3004,豐達科技股份有限公司(原宏達),豐達科,鋼鐵工業,－,桃園市平鎮區太平東路5號,16095404,蔡豐賜,林威村,李家駒,副總經理,李文正,03-450-8868,86/10/14,91/02/25,新台幣 10.0000元,526471550,52647155,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,吳偉豪,李燕娜,NAFCO,"No.5, Taiping E. Rd., Pingzhen DistTaoyuan City ,TAIWAN, R.O.C.",03-460-4114,IR@nafco.com.tw,http://www.nafco.com.tw,李家駒,副總經理,03-450-8868,IR@nafco.com.tw,http://www.nafco.com.tw
29,5007,三星科技股份有限公司,三星,鋼鐵工業,－,台南市歸仁區南興里中山路三段355-6號1F,68040606,柯吉源,林文傑,許春宵,經理,陳俊榮,(06)2306611,54/07/02,100/09/16,新台幣 10.0000元,2949401540,294940154,0,0,合併,每年,股東會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,安永聯合會計師事務所,陳政初,洪國森,SAN SHING,"1F,355-6,SEC.3,CHUNG SHAN ROAD,KUEI-JEN DISTRICT,　TAINAN CITY,TAIWAN,R.O.C.",(06)2306000,lwb@mail.sanshing.com.tw,www.sanshing.com.tw,許春宵,經理,(06)2306611-252,sws@mail.sanshing.com.tw,http://www.sanshing.com.tw/company8.html
30,5538,開曼東明控股股份有限公司,東明-KY,鋼鐵工業,KY 開曼群島,高雄市岡山區中山北路140號15樓(訴訟及非訟代理人聯絡處),02769941,蔡清東,蔡弘泉,柯文玲,岡山東穎總經理,顏顯盈,07-6235538,98/11/30,102/12/16,新台幣 10.0000元,2012033330,201203333,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23148800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,謝明忠,呂宜真,TONG MING,"15F, No. 140,Chung Shen N. Rd., Kang Shan Dist.,Kaohsiung City, Taiwan R.O.C",07-6218099,tongming@tonggroup.com.tw,www.tonggroup.com.tw,柯文玲,總經理,0955365538,ir@tonggroup.com.tw,http://www.tonggroup.com.tw/36899320972510520497.html
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,9958,世紀鋼鐵結構股份有限公司,世紀鋼,鋼鐵工業,－,桃園市觀音區中山路一段1119號,22649001,賴文祥,林明政,李育慶,業務部副總經理,李光明,03-4730201,76/10/09,97/03/12,新台幣 10.0000元,2312788530,231278853,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市106大安區敦化南路二段97號B2,安永聯合會計師事務所,鄭清標,洪茂益,CIAS,"No.1119,Sec.1,Zhongshan Rd.,Guanyin Shiang,Taoyuan County 328,Taiwan(R.O.C)TAOYUAN, TAIWAN",03-4738325,ct.service@century.com.tw,www.century.com.tw,李育慶,業務部副總經理,03-4730201,yuch.lee@century.com.tw,www.century.com.tw/new/00.html
