9,5240,建騰創達科技股份有限公司,建騰,光電業,－,11493 台北市內湖區堤頂大道二段407巷20弄1號7F,80503736,朱伯倫,朱伯倫,郭泰成,營運長,林良芬,(02)2656-2588,92/08/01,100/06/22,新台幣 10.0000元,354816850,35481685,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,鄧聖偉,潘慧玲,ACTi,"7F., No.1, Alley 20, Lane 407, Sec.2, Tiding BlvdNeihu District, Taipei 114, Taiwan, ROC",(02)2656-2599,IR@acti.com,http://www.acti.com,－,－,－,－,
10,5244,弘凱光電股份有限公司,弘凱,光電業,－,(33051)桃園市桃園區春日路1492號7樓,27877550,黃建中,黃建中,吳志明,副董事長,邱百毅,03-357-9118,94/08/24,101/01/05,新台幣 10.0000元,603940800,60394080,0,0,合併,每年,股東會,宏遠證券股份有限公司,(02)23268818,台北市信義路四段236號3樓,安永聯合會計師事務所,張正道,謝勝安,BRIGHTEK,"7F., NO.1492, Chunri Rd., Taoyuan City,Taoyuan County 33051 , Taiwan R.O.C.",03-357-9116,IR@brightek.com,www.brightek.com,－,－,－,－,www.brightek.com
11,5248,景傳光電股份有限公司,景傳,光電業,－,(23141)新北市新店區民權路52號9樓,16834289,翁世豪,顏志明,顏志明,總經理,謝祁凌,29189820,88/01/15,100/09/06,新台幣 10.0000元,190920000,19092000,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號地下一樓,安侯建業聯合會計師事務所,李禾方儀,周寶蓮,PIXON,"9F., No.52, Minquan Rd.Xindian Dist., New Taipei City, Taiwan",29189823,stock@pixon.com.tw,www.pixon.com.tw,－,－,－,－,架設中
12,5267,龍翩真空科技股份有限公司,龍翩,光電業,－,(435)台中市梧棲區草湳里大通路二號,27390847,主吉投資有限公司代表人楊吉祥,陳景龍,楊吉祥,法人董事之代表人,吳存仁,(04)26595018,93/07/05,101/02/24,新台幣 10.0000元,255000000,25500000,0,0,合併,每年,股東會,第一金證券股份有限公司,(02)25635711,台北市長安東路一段22號5樓,安永聯合會計師事務所,陳明宏,嚴文筆,LUNG PIEN,"No.2 DATONG RD.,C.E.P.Z. WU-CHITAICHUNG,TAIWAN",(04)26595012,service@lp-vacuum.com.tw,http://www.lp-vacuum.com,－,－,－,－,http://www.lp-vacuum.com
13,5277,葳天科技股份有限公司,葳天,光電業,－,桃園市中壢區西園路89號,27473918,陳炫彬,邢陳震崙,邢陳震崙,總經理,王淳儒,03-4618618,93/10/22,103/09/24,新台幣 10.0000元,680620000,68062000,21000000,0,合併,每年,股東會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,資誠聯合會計師事務所,李典易,梁華玲,ProLight,"No.89,Xiyuan Rd.Zhongli City,Taoyuan County,Taiwan",03-4618677,investor@prolightopto.com,www.prolightopto.com,－,－,－,－,investor@prolightopto.com
14,6434,達輝光電股份有限公司,達輝光電,光電業,－,新竹科學園區苗栗縣竹南鎮科北二路3號,28230046,施火灶,翁文德,施火灶,董事長,陳炯文,037-587-500,95/10/19,102/11/12,新台幣 10.0000元,4636020000,463602000,0,0,合併,每年,董事會,新光證券股份有限公司,02-2311-8787,台北市重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,陳文香,鄭淂蓁,TacBright,"No. 3, Kebei 2nd Rd. Jhunan TownshipMiaoli County, Taiwan",037-587-566,spig@tacbright.com,www.tacbright.com,－,－,－,－,https://mops.twse.com.tw/mops/web/index
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,6498,久禾光電股份有限公司,久禾光,光電業,－,臺中市西屯區工業區六路8號3樓,80579685,王世岳,鄭錫勳,鄭錫勳,總經理,程銀娜,04-2355-0816,92/11/03,104/01/27,新台幣 10.0000元,336215770,33621577,0,0,合併,每年,董事會,永豐金證券(股)公司,02-2381-6288,台北市中正區博愛路17 號3 樓,安侯建業聯合會計師事務所,郭冠纓,王怡文,PTIC,"No.8, Gongyequ 6th RdTaichung City 40755, Taiwan (R.O.C.)",04-2355-0806,nina_cheng@ptic.co,www.ptic.com.tw,－,－,－,－,www.ptic.com.tw
17,6517,保勝光學股份有限公司,保勝光學,光電業,－,台中市潭子區建國路14號,55174031,方幼玲,葉霖松,黃雅蓉,財會主管,伍怡嘉,04-25320168,59/07/30,110/11/12,新台幣 10.0000元,279640530,27964053,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,0225863117,10601台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,謝明忠,呂宜真,BASO,"14,Chien-Kuo Road,Taichung Export Processing ZoneTantzu,Taichung,Taiwan",04-25332501,Investor@baso.com.tw,http://www.baso.com.tw,－,－,－,－,http://www.baso.com.tw/cht/investor1.aspx
18,6559,研晶光電股份有限公司,研晶,光電業,－,新北市土城區永豐路173之8號2樓,27797183,魏志宏,魏志宏,魏志宏,總經理,黃美雲,02-82628886,94/05/24,104/12/15,新台幣 10.0000元,231886470,23188647,0,0,合併,每年,股東會,日盛證券股份有限公司股務代理部,02-2541-9977,台北市南京東路二段85號7樓,安侯建業聯合會計師事務所,吳美萍,傅泓文,HPL,"2F, No.173-8, Yung-Fong Road,Tu Cheng DistNew Taipei City 236, Taiwan, ROC",02-82628885,hplir@hplighting.com.tw,www.hplighting.com.tw,－,－,－,－,建置中
19,6673,和詮科技股份有限公司,和詮,光電業,－,高雄市前鎮區新生路248-20號1樓,70849491,陳明立,莊育祿,宋信賢,財務部協理,陳美賢,07-8156666,96/08/31,107/03/07,新台幣 10.0000元,263516000,26351600,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下1樓,勤業眾信聯合會計師事務所,陳珍麗,吳秋燕,IFTC,"1F, No.248-20, Sinsheng Rd ., Cianjhen DistrictKaohsiung City, Taiwan, R.O.C.",07-8112222,davidsung@iftc.com.tw,www.iftc.com.tw,－,－,－,－,無
20,6682,碩鑽材料股份有限公司,碩鑽材料,光電業,－,新竹縣湖口鄉工業一路3號1樓,24804181,黃文瑞,劉祥益,黃文瑞,董事長,劉祥益,03-5985188,104/12/23,107/05/11,新台幣 10.0000元,1143870000,114387000,0,0,合併,每年,股東會,兆豐證券股份有限公司,(02)33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鍾鳴遠,黃裕峰,GDMC,"3,Kung Yeh 1st Rd.,Hsin Chu Industrial ParkHsin Chu, Taiwan",03-5985097,IR@gigadiamond.com.tw,http://www.gigadiamond.com.tw,－,－,－,－,尚未設置
21,6692,進金生能源服務股份有限公司,進能服,光電業,－,臺北市內湖區新湖二路257號6樓,24758118,黃舉昇,厲國欽,厲國欽,總經理,林明桂,02-87912886,103/10/16,107/09/21,新台幣 10.0000元,376430000,37643000,0,0,合併,每年,股東會,統一證券股務代理部,02-27478266,台北市松山區東興路8號B1樓,資誠聯合會計師事務所,邱昭賢,徐明釧,AES,"6F., No.257, Xinhu 2nd Rd., Neihu Dist.Taipei City 114, Taiwan (R.O.C.)",02-87911236,mikeylin@acmepointes.com,http://www.AcmepointES.com,－,－,－,－,http://www.AcmepointES.com
22,6724,創王光電股份有限公司,創王,光電業,－,新竹縣竹北市嘉豐六路一段2號,43941967,朱克泰,黃立民,黃立民,總經理,林宏遠,03-5506609,105/06/30,107/12/28,新台幣 10.0000元,461900000,46190000,3590000,0,合併,每年,股東會,福邦證券股份有限公司,02-23836888,台北市中正區忠孝西路一段6號5-7樓,資誠聯合會計師事務所,徐明釧,王照明,INT,"No. 2, Sec. 1, Jiafeng 6th Rd., Zhubei CityHsinchu County , Taiwan(R.O.C)",03-5506607,INT.NBD@int-tech.com.tw,www.int-tech.com.tw,－,－,－,－,www.int-tech.com.tw
23,6729,機光科技股份有限公司,機光科技,光電業,－,新北市汐止區新台五路一段99號31樓之5,12846708,顏豐文,顏豐文,邱照喻,總經理室副總,郭嚴今,03-666-3188,90/08/02,108/07/04,新台幣 10.0000元,251612780,25161278,0,0,個別,每年,股東會,第一金證券(股)公司股務代理部,02-2563-5711,台北市大安區安和路一段27號六樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,Lumtec,"31F.-5, No.99, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan, R.O.C.",03-666-9288,,www.lumtec.com.tw,－,－,－,－,
24,6742,澤米科技股份有限公司,澤米,光電業,－,苗栗縣竹南鎮和興路３３０號,80137437,全珩投資股份有限公司代表人：何昆年,何昆年,何昆年,董事長兼總經理,蕭森崇,(037)586-396,92/02/14,110/11/08,新台幣 10.0000元,573282050,57328205,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,戴信維,郭俐雯,Vti,"NO.330, HEXING RD., ZHUNAN TOWNSHIP,MIAOLI COUNTY 35048, TAIWAN (R.O.C.)",(037)586-400,invest@vactronics.com.tw,www.vactronics.com.tw,－,－,－,－,www.vactronics.com.tw
25,6775,穎台科技股份有限公司,穎台科技,光電業,－,桃園市平鎮區工業五路12號,42821900,王志鴻,林俊役,黃子庭,總經理室特助,馮天俊,03-2623311,104/11/12,109/05/29,新台幣 10.0000元,790000000,79000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,鄭清標,洪茂益,ENTIRE TECH,"No. 12, Gongye 5th Rd., Pingzhen Dist.,Taoyuan City 324, Taiwan (R.O.C.)",03-2616255,ir@entire.com.tw,http://www.entire.com.tw,－,－,－,－,http://www.entire.com.tw
26,6787,晶瑞光電股份有限公司,晶瑞光,光電業,－,新竹縣竹東鎮大明路256號,16858612,鄒政興,鄒政興,賴俊文,副總經理,楊佑吉,03-5958589,88/02/11,110/04/16,新台幣 10.0000元,578870000,57887000,0,0,合併,每年,股東會,統一綜合證券(股)股務代理部,02-27478266,台北市松山區東興路8號B1,國富浩華聯合會計師事務所,林金鳳,張亞荃,KINGRAYTECH,"No. 256, Daming Rd.,Zhudong Township, Hsinchu County, Taiwan",03-5958880,kingray@kingraytech.com,http://www.kingraytech.com/,－,－,－,－,http://www.kingraytech.com/
27,6812,梭特科技股份有限公司,梭特,光電業,－,新竹縣竹北市台元二街6號7樓,53058971,盧彥豪,盧彥豪,呂理召,總經理特助,曾廣輝,03-5166006,99/06/17,110/02/04,新台幣 10.0000元,294295040,29429504,0,0,個別,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,蔡美貞,鍾鳴遠,SAULTECH,"7F, No.6, Taiyuan Second Street, Zhubei City, Hsinchu CountyHsinchu Country 30288, Taiwan",03-5166083,service-investor@saultech.com.tw,https://www.saultech.com.tw/,－,－,－,－,service-investor@saultech.com.tw
28,6839,開陽國際投資控股股份有限公司,開陽投控,光電業,－,新北市新莊區中正路651-3號8樓,50850147,蔡宗融,蔡宗融,盧定鈞,財務主管,林志成,02-66266660,107/09/12,110/10/25,新台幣 10.0000元,640625180,64062518,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路1段96號B1,勤業眾信聯合會計師事務所,吳恪昌,劉書琳,Power Master,"8F., No. 651-3, Zhongzheng Rd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)",02-66266800,sales@powermaster.com.tw,http://www.powermaster.com.tw,－,－,－,－,http://www.powermaster.com.tw
29,6859,伯特光電股份有限公司,伯特光,光電業,－,台中市潭子區潭富路一段87巷35號,70848654,陳柏輯,陳柏輯,陳永軒,財務長,林雅雯,(04)2535-8876,92/11/12,110/12/08,新台幣 10.0000元,293800000,29380000,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,廖婉怡,謝建新,BEST OPT,"No.35, Ln. 87, Sec. 1, Tanfu Rd., Tanzih Dist., Taichung City 42753, Taiwan.Taichung City, Taiwan.",(04)2535-3470,IR@best88.com.tw,https://www.best-opto.com,－,－,－,－,https://www.best-opto.com
30,8281,歐普羅科技股份有限公司,歐普羅,光電業,－,新北市新莊區中正路66號13樓,84626464,張慶杉,張慶杉,陳麒安,經理,吳欣慧,02-89921177,82/12/02,104/06/02,新台幣 10.0000元,325194380,32519438,0,0,個別,每年,董事會,華南永昌綜合證券股務代理部,02-27186425,台北市民生東路四段54號4樓,勤業眾信聯合會計師事務,陳明煇,方蘇立,Appro,"13F, No 6, Chung-Cheng Rd,Hsin-Chuang city, Taipei, Taiwan",02-89920077,apospks@approtech.com,www.approtech.com,－,－,－,－,www.approtech.com
