,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,3118,進階生物科技股份有限公司,進階,生技醫療業,－,新北市汐止區康寧街169巷80號,23348952,愛默生投資有限公司,邱春龍,邱春龍,總經理,李奕嫺,02-26959935,78/12/07,97/05/21,新台幣 10.0000元,324528600,32452860,0,0,個別,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,許明芳,林恒昇,LEVEL,"No. 80, Lane 169, Kang-Ning, St.,Hsi-Chih Dist., New Taipei City,TAIWAN, R.O.C.",02-26950403,pr@mail.level.com.tw,www.level.com.tw,李奕嫺,財務副總經理,02-26959935,pr@mail.level.com.tw,http://www.level.com.tw/html/front/bin/ptlist.phtml?Category=332381
11,3176,基亞生物科技股份有限公司,基亞,生技醫療業,－,台北市南港區園區街3號F棟14樓,70760897,張世忠,張順浪,江雅鈴,營運管理部協理,陳鳳華,[02]2653-5200,88/12/31,100/11/23,新台幣 10.0000元,1393625050,139362505,0,0,合併,每年,股東會,群益金鼎證券股務代理部,02-2703-5000,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林雅慧,阮呂曼玉,MEDIGEN,"14F.,Bldg.F,NO.3,Yuancyu ST.,Nangang District,Taipei City 115,TaiwanTaipei, Taiwan 115.",[02]2785-6120,info@medigen.com.tw,http://www.medigen.com.tw,吳偉琪,專案經理,(02)7736-1234#851,Kathleen.Wu@medigen.com.tw,http://www.medigen.com.tw/zh/連絡我們-2/
12,3205,佰研生化科技股份有限公司,佰研,生技醫療業,－,台北市南港區園區街3號10樓之6,16313696,陳樂維,待聘任,陳均恒,協理,邱繼德,02-26557166,87/03/16,94/09/12,新台幣 10.0000元,327726310,32772631,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,許淑敏,江忠儀,SLS,"10F-6, No.3, Park St.,Nangang District, Taipei City, Taiwan",02-26557066,norris.chen@naturalbiokey.com,http://www.naturalbiokey.com,陳均恒,協理,02-26557166,norris.chen@naturalbiokey.com,http://www.naturalbiokey.com
13,3218,大學光學科技股份有限公司,大學光,生技醫療業,－,台北市南港區園區街3-1號4樓,84926791,歐淑芳,盧政宏,劉俊杰,資深處長,張育祺,02-26558000,83/08/03,93/11/29,新台幣 10.0000元,761230000,76123000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,郭乃華,池瑞全,UNIVERSAL,"4F., No.3-1, Yuanqu St., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",02-26557890,jay.liu2@eyecenter.com.tw,www.eyecenter.com.tw,張羽儀,投資人關係經理,26558000,ir@eyecenter.com.tw,https://www.eyecenter.com.tw/contact/contact_a04/
14,4102,永日化學工業股份有限公司,永日,生技醫療業,－,台中市大甲區日南里幼獅路59、61號,56620559,李其澧,林青煌,林青煌,總經理,鄧貴淵,04-26818866,67/06/08,90/03/20,新台幣 10.0000元,423734430,42373443,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,103台北市大同區承德路3段210號B1樓,資誠聯合會計師事務所,徐建業,王玉娟,YUNGZIP,"NO. 59 YOU SHIH ROAD, YOUTH INDUSTRIAL DISTRICT, DAJIA,TAICHUNG CITY, TAIWAN 43767, R.O.C.",04-26821007,yspgyzc@yungshingroup.com,http://www.yungzip.com,鄧貴淵,專案經理,04-26818866#103,yspgyzc@yungshingroup.com,http://www.yungzip.com
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,4105,台灣東洋藥品工業股份有限公司,東洋,生技醫療業,－,台北市南港區園區街3-1號3樓,11821341,林全,林全,張國江,財務長,陳旭州,26525999,49/07/22,90/09/27,新台幣 10.0000元,2486499590,248649959,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,張淑瑩,TTY,"3F., No.3-1, Park St., Nangang Dist.,Taipei,Taiwan,R.O.C.",2652-5982,ir@tty.com.tw,www.tty.com.tw,陳旭州,資深經理,26525999-2219,ir@tty.com.tw,http://ch.tty.com.tw/ec99/rwd1181/category.asp?Xcategory_id=1&category_id=12
17,4107,邦特生物科技股份有限公司,邦特,生技醫療業,－,台北市104中山區長安東路一段23號5樓之6,86306206,蔡宗禮,李明忠,黃繹中,財務長,李宜勳,(02)25710269,80/11/13,91/03/04,新台幣 10.0000元,692983360,69298336,0,0,合併,每年,董事會,統一綜合證券股份有限公司,(02)27478266,臺北市東興街8號B1樓,安侯建業聯合會計師事務所,陳雅琳,蘇彥達,BIOTEQUE,"5F-6,No.23 Sec.1.Chang-An E. Rd .,Taipei 104, Taiwan , R.O.C.",(02)25710213,finance@bioteq.com.tw,www.bioteq.com.tw,黃繹中,財務長,02-2571-0269,alexhuang@bioteq.com.tw,http://www.bioteq.com.tw/zh-tw/tag/investor
18,4109,加捷生醫股份有限公司,加捷生醫,生技醫療業,－,高雄市三民區九如一路61號3樓,89415241,金智宏投資有限公司,曾茗絹,林慶弘,財務部副總經理,林麗鳳,07-9761598,84/05/06,91/08/08,新台幣 10.0000元,889366810,88936681,21802441,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路3段210號B1,資誠聯合會計師事務所,廖阿甚,王國華,Jia Jie Bio,"3F., NO.61, Jiuru 1st Rd., Sanmin Dist.,KAOHSIUNG, TAIWAN, R.O.C",07-3952823,angelin@jiajiebio.com,https://www.jiajiebio.com,林慶弘,財務部副總經理,07-9761598,angelin@jiajiebio.com,https://www.jiajiebio.com/tw/index.asp?au_id=242&sub_id=308#
19,4111,濟生醫藥生技股份有限公司,濟生,生技醫療業,－,新竹縣湖口鄉實踐路3號,47154259,蘇東茂,蘇東茂,黃惠珍,財務部經理,魏麗珠,(03)5983811,51/10/06,88/03/06,新台幣 10.0000元,569829850,56982985,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,103台北市大同區承德路三段210號地下一樓,安永聯合會計師事務所,邱琬茹,楊雨霓,CHI SHENG,"No.3, Shijian Rd., Hukou Township, Hsinchu County 30352, Taiwan (R.O.C.)Hsinchu County , Taiwan (R.O.C.)",(03)5982855,stock@cscp.com.tw,www.cscp.com.tw/index.php,黃惠珍,財務部經理,(03)5983811#218,jane@cscp.com.tw,www.cscp.com.tw
20,4114,健喬信元醫藥生技股份有限公司,健喬,生技醫療業,－,台北市內湖區內湖路1段396號11樓,43199950,林智暉,林智暉,白宏欽,副總經理,劉宗玲,(02)8797-7100,59/08/25,92/05/12,新台幣 10.0000元,3131342040,313134204,0,0,合併,每年,董事會,元大證券股份有限公司,(02)2586-5859,台北市承德路3段210號地下一樓,勤業眾信聯合會計師事務所,陳重成,陳招美,SYNMOSA,"11TH FL., NO.396, SEC. 1, NEIHU ROAD,TAIPEI, TAIWAN, R.O.C.",(02)8797-2746,syn.acc@synmosa.com.tw,http://www.synmosa.com.tw,白宏欽,副總經理,(02)8797-7100,syn.acc@synmosa.com.tw,http://www.synmosa.com.tw/ugC_News.asp?hidNewsCatID=5
21,4116,明基三豐醫療器材股份有限公司,明基醫,生技醫療業,－,台北市內湖區洲子街46號7樓,23285106,陳其宏,管新寶,吳淑晴,協理,管新寶,(02)87975533,78/03/21,104/12/16,新台幣 10.0000元,445660000,44566000,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,唐慈杰,施威銘,BMTC,"7th Floor, No.46, Zhou-z Street, Nei-HuTaipei, Taiwan.R.O.C.",02-87975189,Stella.Wu@BenQMedicalTech.com,www.BenQMedicalTech.com,吳淑晴,協理,02-87975533(5893),CSR@BenQMedicalTech.com,www.BenQMedicalTech.com
22,4120,友華生技醫藥股份有限公司,友華,生技醫療業,－,台北市大安區復興南路一段368號7樓,12397982,蔡正弘,蔡孟霖,陳嬿娟,企業公共事務處處長,李宇玲,27554881,71/06/16,92/11/05,新台幣 10.0000元,867471190,86747119,0,0,合併,每年,股東會,康和綜合證券股份有限公司,02-87871888,110台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,吳怡君,方涵妮,OEP,"7F, No. 368, Sec.1, Fu Hsing S. RoadTaipei, Taiwan, R.O.C.",27024324,pr@mail.oep.com.tw,www.oep.com.tw,陳嬿娟,企業公共事務處處長,02-27554881-2758,oep@mail.oep.com.tw,http://www.oep.com.tw/zh-tw/ams/ir_1
23,4121,優盛醫學科技股份有限公司,優盛,生技醫療業,－,北市內湖區港墘路189號12樓,23123644,劉志平,劉志平,張淑娟,財務部副總經理,李春人+弟,(02)26597888,77/11/02,92/07/25,新台幣 10.0000元,843227700,84322770,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,ROSSMAX,"12F,NO. 189, Kang Chien Rd.Taipei, 114, Taiwan",(02)26597666,public@rossmax.com,www.rossmax.com,張淑娟,財務部副總經理,(02)26597888,public@rossmax.com,www.rossmax.com
24,4123,晟德大藥廠股份有限公司,晟德,生技醫療業,－,台北市南港區園區街3之2號7樓,18606304,林榮錦,許瑞寶,林秀月,管理處處長,王素琦,26558680,48/11/04,92/10/07,新台幣 10.0000元,5050487470,505048747,33466714,0,合併,每年,股東會,群益金鼎證券股務代理部,2702-3999,台北市敦化南路二段97號地下二樓,富鋒聯合會計師事務所,戴維良,紀嘉祐,Center Lab.,"7F.,NO.3-2 PARK ST., NANGANG DIST.,TAIPEI CITY 115, TAIWAN (R.O.C.)",26558380,yvonne@centerlab.com.tw,www.centerlab.com.tw,林秀月,管理處處長,2655-8680分機301,catherine@centerlab.com.tw,www.centerlab.com.tw
25,4126,太平洋醫材股份有限公司,太醫,生技醫療業,－,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,20765714,鍾安婷,江孟洸,王昱婷,總經理室特別助理,王湘瑜,02-28955050,66/08/06,93/02/09,新台幣 10.0000元,726000000,72600000,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳昭伶,張瑞娜,PAHSCO,"No. 8, Tongke 2nd Rd., Hsinchu Science Park, Jiuhu Vil.,Tongluo Township, Miaoli County, Taiwan",02-28978282,tinawang@pahsco.com.tw,http://www.pahsco.com.tw,王昱婷,總經理室特別助理,02-28955050*6309,tinawang@pahsco.com.tw,http://tw.pahsco.com.tw/website-94
26,4127,天良生物科技企業股份有限公司,天良,生技醫療業,－,新北市汐止區大同路一段147號9樓,85086859,沈錫聰,紀元章,郭俊雄,財務處經理,陳瑞乾,02-26483099,60/04/22,94/07/29,新台幣 10.0000元,457600000,45760000,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,臺北市建國北路一段96號B1,正風聯合會計師事務所,鄭憲修,曾國富,TLB,"9F, NO. 147, Sec. 1, Datong Rd.,Xizhi Dist, New Taipei City Taiwan",02-26475179,cfo.tlb@tlb.com.tw,www.tlb.com.tw,郭俊雄,財務處經理,02-26483099,cfo.tlb@tlb.com.tw,www.tlb.com.tw
27,4128,中天生物科技股份有限公司,中天,生技醫療業,－,台北市南港區園區街3號14樓之1,70555349,郭憲壽,郭明良,郭明良,總經理,王瀛君,02-26558558,89/05/03,95/06/09,新台幣 10.0000元,4663295150,466329515,0,0,合併,每年,董事會,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,林安惠,鄭欽宗,MICROBIO,"14F-1,No.3,Yuan Qu St,Taipei 115,Taiwan,R.O.C.Taipei, Taiwan",02-26558559,micro@microbio.com.tw,http://twmicrobio.com/,王瀛君,協理,02-26558558分機803,micro@microbio.com.tw,http://twmicrobio.com/home_04.php?p=10&a=7
28,4129,聯合骨科器材股份有限公司,聯合,生技醫療業,－,新竹市科學工業園區園區二路57號,22099982,林延生,林延生,林延生,董事長,彭友杏,(03)577-3351,82/03/05,93/09/29,新台幣 10.0000元,881116000,78111600,0,10000000,合併,每年,董事會,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,馬君廷,黃建澤,UOC,"57 Park Ave 2 Science Park Hsinchu Taiwan,R.O.C. Hsinchu Taiwan,R.O.C.",(03)577-7156,ivy.pan@unitedorthopedic.com,https://tw.unitedorthopedic.com/,鄧元昌,財務主管,(02)2929-4567#1161,mike.teng@unitedorthopedic.com,https://tw.unitedorthopedic.com/
29,4130,健亞生物科技股份有限公司,健亞,生技醫療業,－,新竹縣湖口鄉新竹工業區工業一路一號,84149006,陳正,朱佳真,蔣維民,行政處 資深處長,林惠玲,03-5982221,82/03/24,101/01/12,新台幣 10.0000元,1100038510,110003851,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號東帝士摩天大樓地下2樓,資誠聯合會計師事務所,林玉寬,劉倩瑜,GBL,"No.1, First Industrial Rd, Hsin-Chu Expanded ParkHsin-Chu county, Taiwan, R.O.C.",03-5982804,finance@genovate-bio.com,www.genovate-bio.com,蔣維民,行政處 資深處長,03-5982221 ext.118,williechiang@genovate-bio.com,www.genovate-bio.com/chinese/Newup_f.htm
30,4131,晶宇生物科技實業股份有限公司,晶宇,生技醫療業,－,台中市北屯區文心路四段621號1樓,16680539,楊文通,楊文通,李義祥,財務經理,楊艷雀,037-585585,87/10/22,93/04/09,新台幣 10.0000元,190000000,19000000,7990004,0,合併,每年,股東會,富邦證券股份有限公司,02-23611300,台北市100許昌街17號2樓(壽德大樓),安永聯合會計師事務所,黃子評,陳明宏,DR.Chip,"1F., No. 621, Sec. 4, Wenxin Rd., Beitun Dist.Taichung City 406, Taiwan (R.O.C.)",037-585586,jack.lee@mail.bio-drchip.com.tw,www.bio-drchip.com.tw,李義祥,財務經理,037-585585,jack.lee@mail.bio-drchip.com.tw,www.bio-drchip.com.tw
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,4138,曜亞國際股份有限公司,曜亞,生技醫療業,－,新北市中和區中正路880號14樓,80527809,傅輝東,吳國龍,王明廷,總經理特助,江志浩,(02)2221-7733,92/10/09,99/12/29,新台幣 10.0000元,300000000,30000000,0,0,合併,每年,董事會,統一綜合證券(股)公司,(02)27463797,台北市東興路8號B1樓,安侯建業聯合會計師事務所,吳趙仁,林琬琬,DMT,"14F, No. 880, Jhongjheng Rd., Jhonghe CityTaipei County 235, Taiwan. R.O.C.",(02)2221-6394,fi0003@dmttw.com,http://www.dmttw.com.tw/,王明廷,總經理特助,(02)2225-1888#1688,fi0003@dmttw.com,http://www.dmttw.com.tw/newslist/index.aspx?id=2
33,4139,馬光保健控股股份有限公司,馬光-KY,生技醫療業,KY 開曼群島,"PO Box 61,3rd Floor Harbour Centre,North Church Street,Grand",28993894,黃博聞,黃傳勝,黃傳勝,總經理,陳怡君,(07)555-0864,98/07/14,100/04/29,新台幣 10.0000元,425499110,42549911,0,0,合併,每年,股東會,日盛證券股份有限公司,02) 2541-9977,台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,謝勝安,陳政初,KY M.K.,"4F., No.693, Mingcheng 3Rd., Gushan DistKaohsiung City 804 Taiwan (R.O.C)",(07)555-4035,kymk041@gmail.com,http://makuanggroup.com/cn/default.aspx,陳怡君,財務主管,(07)555-0864,kymk025@gmail.com,http://makuanggroup.com/cn/MG_investor.aspx
34,4147,中裕新藥股份有限公司,中裕,生技醫療業,－,台北市內湖區瑞光路607號3樓,28707338,張念原,張念原,張念原,董事長兼執行長,陳怡成,(02)26580058,96/09/05,104/11/23,新台幣 10.0000元,2523110000,252311000,0,0,合併,每年,股東會,元富證券股份有限公司,(02)27686668,105台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,陳彥君,趙永祥,TMB,"3F., No.607, Ruiguang Rd., Neihu DistTaipei City, 11492 Taiwan. R.O.C.",(02)26586058,jackchen@taimedbiologics.com,http://www.tmb.com.tw,陳怡成,財務長,(02)26580058,jchen@taimedbio.com,http://www.taimedbiologics.com/cht/contact/contact_us
35,4153,鈺緯科技開發股份有限公司,鈺緯,生技醫療業,－,新北市中和區中山路2段351號9樓,89376900,黃漢州,趙知恒,麥聖御,行政長,江佳芬,(02)22268631,84/04/11,102/05/23,新台幣 10.0000元,617590890,61759089,20856222,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,卓明信,邵志明,DIVA Labs.,"9F, No.351, Sec. 2, Zhongshan RdZhonghe Dist., New Taipei City, Taiwan",(02)22262423,spokesman1@diva.com.tw,http://www.diva.com.tw/,麥聖御,行政長,(02)22268631#161,michael_mai@diva.com.tw,http://www.diva.com.tw/zh-tw/investor/index/5
36,4154,樂威科股份有限公司,樂威科-KY,生技醫療業,KY 開曼群島,"Intertrust Corporate Services (Cayman) Limited, 190 Elgin Av",26330076,張乃文,張乃文,張文蒨,財務長,張乃文,02-23252295,99/08/09,100/12/28,新台幣 10.0000元,357200000,35720000,16194000,0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,02-2528-8988,台北市松山區南京東路五段188號15樓,建昇財稅聯合會計師事務所,陳仁基,陳姿勻,Raku-KY,"18F., No.1, Songzhi Rd., Xinyi Dist., Taipei City 110411, Taiwan (R.O.C.)Taiwan Taipei 110411",02-23253359,enquiry@raku-tec.com.tw,https://www.raku-tec.com.tw/,張文蒨,財務長,02-2325-2295,joanne.chang@raku-tec.com.tw,https://www.raku-tec.com.tw/
37,4157,太景醫藥研發控股股份有限公司,太景*-KY,生技醫療業,KY 開曼群島,中華民國台灣台北市內湖區新明路138號7樓,31982484,黃國龍,黃國龍,黃國龍,董事長暨執行長,呂理堅,0281777020,94/09/15,103/01/17,美元 0.0010元,20910392,716844175,0,0,合併,每年,股東會,永豐金證券股份有限公司,0223816288,中華民國台灣台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,許秀明,翁雅玲,TAIGEN,"Box 309, Ugland HouseGrand Cayman, KY1-1104, Cayman Islands",0227963606,ir@taigenbiotech.com,http://www.taigenbiotech.com/,王暄茹,經理,0281777020#1724,ir@taigenbiotech.com,http://www.taigenbiotech.com.tw/Product/4-2
