,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,2505,國揚實業股份有限公司,國揚,建材營造,－,台北市忠孝東路4段555號18樓,11603817,林子寬,彭邵齡,王正怡,財務處協理,鄭雲梯,25000808,61/06/02,68/11/14,新台幣 10.0000元,3800000000,380000000,0,0,合併,每季,董事會,福邦證券(股)股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,蕭春鴛,王方瑜,ky,"18F, No.555, Section 4,Zhongxiao East Road , TaipeiTAIPEI CITY",25182987,N,www.kycc.com.tw,王正怡,財務處協理,25000808,candy@kycc.com.tw,http://www.kycc.com.tw/tw/index.php
11,2506,太平洋建設股份有限公司,太設,建材營造,－,台北市信義區光復南路495號,11099009,柳逸義,陳清暉,陳清暉,總經理,黃德馨,02-27225051,56/06/14,69/02/02,新台幣 10.0000元,3870000000,387000000,86499581,0,合併,每半會計年度,董事會,太平洋建設股份有限公司股務室,02-27227686,台北市信義區光復南路495號6樓之6,安侯建業聯合會計師事務所,陳宗哲,賴麗真,PCC,"No. 495 Guangfu South Road,Xinyi DistrictTAIPEI, TAIWAN, R.O.C.",02-27227600,stock@mail.pacific-group.com.tw,www.pacific-group.com.tw,陳清暉,總經理,02-27225051,ahui.pcc@gmail.com,www.pacific-group.com.tw
12,2509,全坤建設開發股份有限公司,全坤建,建材營造,－,台北市內湖區新湖二路329號6樓,04921056,李勇毅,江清峰,韋建玲,稽核經理,陶培敏,02-87918888,62/01/27,77/05/20,新台幣 10.0000元,2245505300,224550530,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,02-27035000,台北巿敦化南路2段97號B2,安侯建業聯合會計師事務所,陳宗哲,賴麗貞,CHAINQUI,"6FL,. NO.329, Shinhu 2ad Rd., Neihu Chiu,Taipei City, Taiwan 114, R,O,C",02-87918990,hhh@mail.gtg.com.tw,www.gtg.com.tw,韋建玲,稽核經理,02-87918888,jackie@mail.gtg.com.tw,www.gtg.com.tw/cn/invest/service5.asp
13,2511,太子建設開發股份有限公司,太子,建材營造,－,臺南市東區中華東路1段398號8樓,72058206,羅智先,謝明汎,謝明汎,總經理,戴大昌；林俊良,(06)282-1155,62/09/22,80/04/24,新台幣 10.0000元,16233261470,1623326147,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,台北市東興路8號地下一樓,資誠聯合會計師事務所,田中玉,王國華,PHD,"8F., No.398, Sec. 1, Zhonghua E. Rd.,East Dist.,Tainan City 701,Taiwan(R.O.C)",(06)235-1155,phd@prince.com.tw,www.prince.com.tw,林俊良,財務部協理,(02)27589599#3200,9802021@prince.com.tw,www.prince.com.tw/stakeholder.asp
14,2515,中華工程股份有限公司,中工,建材營造,－,北市松山區東興路12號6樓,75094900,朱蕙蘭,朱蕙蘭,程安慈,協理,蘇育民,02-87876687,39/09/01,82/03/02,新台幣 10.0000元,15308998220,1530899822,0,0,合併,每年,股東會,統一證券〈股〉公司股務代理部,02-27463797,台北市東興路8號B1樓,勤業眾信聯合會計師事務所,李東峰,黃堯麟,BES,"B1,6F,NO.12,Tunghsin RD.Taipei city,R.O.C",02-87876987,besbs0@bes.com.tw,www.bes.com.tw,程安慈,協理,02-87871273,vivian.cheng@bes.com.tw,www.bes.com.tw
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,2516,新亞建設開發股份有限公司,新建,建材營造,－,臺北市八德路四段760號15-16樓,11762504,鄒宏基,賴調燦,陳柏仲,財務長,陳相任,(02)2528-8008,56/12/04,82/05/25,新台幣 10.0000元,2262784570,226278457,0,0,合併,每年,董事會,凱基證券(股)公司,(02)2389-2999,臺北市重慶南路一段二號五樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,New Asia,"15-16Fl.,No.760,Sec.4,Bade Rd.,Sungshan Chiu,Taipei,Taiwan 105,R.O.C.",(02)2747-7473,stock@newasia.com.tw,http://www.newasia.com.tw/,陳柏仲,財務長,(02)2528-8008,stock@newasia.com.tw,http://www.newasia.com.tw/investor_06_contact.php
17,2520,冠德建設股份有限公司,冠德,建材營造,－,台北市大安區和平東路三段131號2樓,30900892,馬志綱,洪錦欽,張勝安,副總經理,張淑蓮,(02)2378-6789,68/11/23,82/10/27,新台幣 10.0000元,5541701000,554170100,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,KINDOM,"2F., No. 131, Sec. 3, Heping E. Rd., Da'an Dist.Taipei City , Taiwan (R.O.C.)",(02)2739-6710,grace_fan@kindom.com.tw,http://www.kindom.com.tw,張淑蓮,資深協理,(02)2378-6789,ir@kindom.com.tw,http://www.kindom.com.tw/index.php?target=investor-relations.php
18,2524,京城建設股份有限公司,京城,建材營造,－,高雄市左營區博愛二路150號16樓,06667446,蔡天贊,陳添進,周敬恆,協理,陳瑞俐,07-5586368,74/09/13,83/10/18,新台幣 10.0000元,3717590230,371759023,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,信永中和聯合會計師事務所,張瑞玲,卓傳陣,KTC,"16F., No.150, Bo'ai 2nd Rd., Zuoying Dist.Kaohsiung, Taiwan, R.O.C.",07-5572111,bruce@kingtown.com.tw,http://www.kingtown.com.tw/,周敬恆,協理,07-5586368,bruce1523@gmail.com,http://www.kingtown.com.tw/06.php?A_1=%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA
19,2527,宏璟建設股份有限公司,宏璟,建材營造,－,台北市基隆路一段420號10樓,22344508,簡文祥,周家佩,簡文祥,董事長,"周家佩,陳芳瑩",2691-5899,75/12/19,84/03/06,新台幣 10.0000元,2703060000,270306000,0,0,合併,每年,股東會,富邦綜合證券股份有限公司,23611300,北市100中正區許昌街17號2樓,勤業眾信會計師事務所,鄭旭然,林旺生,Hung Ching,"10th Fl., 420, Keelung rd., Sec. 1,Taipei, Taiwan, R.O.C.",2691-5193,cherry@asehome.com,http://www.asehcc.com.tw,陳芳瑩,副總經理,02-2691-5899-203,cherry@asehome.com,http://www.asehcc.com.tw/?cat=8
20,2528,皇普建設股份有限公司,皇普,建材營造,－,桃園市桃園區文中路747號6樓,81271967,蘇永平,蘇永平,許連晉,財務部經理,唐如鈺,03-2171111,74/01/17,84/03/10,新台幣 10.0000元,3299974090,329997409,147912000,0,個別,每半會計年度,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,立本台灣聯合會計師事務所,王慕凡,鄧欣珊,CROWELL,"6F., No.747, Wenzhong Rd., Taoyuan Dist.Taoyuan City 330, Taiwan (R.O.C.)",03-2172222,spokesman@crowell.com.tw,http://crowell.com.tw,許連晉,財務部經理,03-2171111分機32,spokesman@crowell.com.tw,http://crowell.com.tw/relationship.php?MT_id=site2017121815325784
21,2530,大華建設股份有限公司,華建,建材營造,－,台北市內湖區成功路五段460號16樓,11059409,鄭斯聰,吳裕國,李俊賢,副總經理,簡玲菁,022632-8877,49/12/28,84/10/12,新台幣 10.0000元,7207524660,720752466,200000000,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段八三號五樓,信永中和聯合會計師事務所,陳光慧,姚毓琳,DELPHA,"16FL.,NO.460,SEC.5,Chenggund RD,Neihu chiu.Taipei,Taiwan,R.O.C.",022633-8755,service@delpha.com.tw,www.delpha.com.tw,李俊賢,副總經理,022632-8877,jeffery@delpha.com.tw,http://www.delpha.com.tw/tw/about/p10_2.aspx
22,2534,宏盛建設股份有限公司,宏盛,建材營造,－,台北市民生東路三段156號19樓之5,22221180,林新欽,陸永富,陳育德,經理,蘇佩玉,2719-9999,75/07/09,85/02/12,新台幣 10.0000元,4742279700,474227970,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,27023999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,鄭旭然,謝東儒,HSC,"19F.-5, No.156, Sec. 3, Minsheng E. Rd.,TAIPEI, TAIWAN, R.O.C",2546-4577,hsc@hsc.com.tw,http://www.hsc.com.tw,陳育德,經理,2719-9999,hsc@hsc.com.tw,http://www.hsc.com.tw
23,2535,達欣工程股份有限公司,達欣工,建材營造,－,台北市大安區敦化南路二段92號9樓,18997007,王人正,執行長：廖肇邦,陳士修,副總經理,許維貞,(02)27062929,56/02/13,85/03/11,新台幣 10.0000元,3380187800,338018780,0,0,合併,每年,董事會,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,趙永祥,張清福,DA-CIN,"9TH FL,NO92,SECTION 2,TUN-HWA SOUTH ROADTAIPEI,TAIWAN",(02)27081317,cm10023@dacin.com.tw,www.dacin.com.tw,許維貞,副總經理,(02)27062929#747,vickie.hsu@dacin.com.tw,http://www.dacin.com.tw/investors/stakeholder.php
24,2536,宏普建設股份有限公司,宏普,建材營造,－,台北市大安區敦化南路二段71號21樓,23113054,段津華,游武龍,詹俊炫,稽核經理,劉寶姝,(02)2755-2662,77/10/05,85/03/14,新台幣 10.0000元,3328086520,332808652,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號 B1,安侯建業聯合會計師事務所,莊鈞維,許明芳,Hong Pu,"21F., No. 71, Ses. 2, Dunhua S. Rd., Da'an Dist.,Taipei City 106, Taiwan ( R.O.C.)",(02)2708-2581,floyd@hong-pu.com.tw,www.hong-pu.com.tw,詹俊炫,稽核經理,02-27552662,floyd@hong-pu.com.tw,http://www.hong-pu.com.tw/index.php/stakeholder-engagement
25,2537,聯上開發股份有限公司,聯上發,建材營造,－,台北市信義區忠孝東路五段68號36樓,22659295,蘇永義,李志明,李志明,總經理,曾金卿,27229898,76/08/19,85/09/06,新台幣 10.0000元,3005577950,300557795,0,0,個別,每年,股東會,元大證券股份有限公司股務代理部,25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,黃欣婷,陳宗哲,WE & WIN,"36F., NO.68, SEC. 5 Jhongsiao E. Rd., Sinyi DistrictTaipei,Taiwan, R.O.C.",27220300,3623@5v.com.tw,www.5v.com.tw,曾金卿,副總經理,(02)27229898,3430@5v.com.tw,http://www.5v.com.tw
26,2538,基泰建設股份有限公司,基泰,建材營造,－,台北市中正區衡陽路五十一號十樓,12251662,陳世銘,馮先勉,林家正,會計部經理,程慈,23830666,68/11/07,85/11/01,新台幣 10.0000元,4384487640,438448764,0,0,合併,每年,股東會,中國信託代理部,(02)6636-5566,台北市重慶南路一段八十三號五樓,安永聯合會計師事務所,林素雯,黃建澤,KeeTai,"10F,NO.51,HERNGYANG ROAD,TAIPEI CITYTaipei R.O.C",23830222,kt104@thekeetai.com.tw,www.keetai.com.tw,林家正,會計部經理,23830666-104,kt104@thekeetai.com.tw,www.keetai.com.tw
27,2539,櫻花建設股份有限公司,櫻花建,建材營造,－,台中市西區臺灣大道二段239號4樓,22491640,陳正釭,陳世英,陳世英,總經理,沈淑貞,(04)36005800,76/05/02,86/07/16,新台幣 10.0000元,6398681410,639868141,0,0,個別,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,立本台灣聯合會計師事務所,張宜鈞,鄧欣珊,SAKURAD,"4F., No.239, Sec.2,Taiwan Blvd., West District,Taichung City 403, Taiwan (R.O.C.)",(04)36005799,saku.great@msa.hinet.net,www.sakurad.com.tw,沈淑貞,財務部經理,04-36005800,saku.great@msa.hinet.net,www.sakurad.com.tw
28,2540,愛山林建設開發股份有限公司,愛山林,建材營造,－,台北市大安區忠孝東路四段166號11樓之2,22190686,祝文宇,張境在,張境在,總經理,祝藝,(02)8773-6688,75/09/06,78/12/26,新台幣 10.0000元,1612600000,161260000,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下1樓,安侯建業聯合會計師事務所,張淑瑩,黃欣婷,JSL,"11F.-2, No.166, Sec. 4, Jhongsiao E. Rd., Taipei City 10688, Taiwan(R.O.C.)Taipei 106, Taiwan, R.O.C.",(02)8773-6689,amma@mail.jsl.com.tw,https://www.isanlin.com/,林佩君,資深襄理,02-87736688,amma@mail.jsl.com.tw,https://www.isanlin.com/
29,2542,興富發建設股份有限公司,興富發,建材營造,－,台北市中山區樂群二路267號10樓,12305479,曹淵博,范華軍,廖昭雄,開發部副總經理,王素月,(02)2755-5899,69/01/23,88/05/03,新台幣 10.0000元,13901375020,1390137502,0,0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,Highwealth,"10F., No.267, Lequn 2nd RdTaipei 104,Taiwan,R.O.C",(02)2755-5988,karen@highwealth.com.tw,http://www.highwealth.com.tw/,廖昭雄,王素月,(02)27555899#1500,liao@highwealth.com.tw,http://www.highwealth.com.tw/
30,2543,皇昌營造股份有限公司,皇昌,建材營造,－,台北市中正區重慶南路3段180號,34342717,江程金,黃重雷,官心惠,副總經理,朱惠菊,2792-2988,70/02/16,88/10/15,新台幣 10.0000元,2374837880,237483788,0,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市105松山區光復北路11巷35號地下一樓,霈昇聯合會計師事務所,林憲章,林育雅,HWANG CHANG,"No.180, Sec. 3, Chongcing S. Rd.,Taipei,Taiwan,R.O.C",2792-8399,pr@hcgc.com.tw,www.hcgc.com.tw,官心惠,副總經理,02-2792-2988,pr@hcgc.com.tw,www.hcgc.com.tw
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,2545,皇翔建設股份有限公司,皇翔,建材營造,－,台北市博愛路38號8樓,86379024,廖年吉,廖宇祥,游玉華,財務部副總,王繼華,23882898,80/12/06,89/09/11,新台幣 10.0000元,3277348080,327734808,0,0,合併,每年,股東會,元大證券股份有限公司,25865859,台北市承德路3段210號B1、B2,安侯建業聯合會計師事務所,曾國禓,簡蒂暖,HUANG HSIANG,"8FL,NO.38,BO AI ROAD,TAIPEI,R.O.C",23896999,contact@hhe.com.tw,www.hhe.com.tw,游玉華,財務部副總,23882898,eva@hhe.com.tw,www.hhe.com.tw
33,2546,根基營造股份有限公司,根基,建材營造,－,106台北市和平東路三段131號6樓,43876760,袁藹維,黃義芳/周世選,范錦華,副總經理,陳俊明,(02)2378-6789,71/04/13,89/09/11,新台幣 10.0000元,1060356600,106035660,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,韓沂璉,簡蒂暖,KEDGE,"6F,#131 3SEC. HOPING E.RD.TAIPEI,TAIWAN,R.O.C.",(02)2739-6710,grace_fan@kindom.com.tw,http://www.kedge.com.tw,陳俐雅,資深協理,(02)2378-6789,ir@kindom.com.tw,http://www.kedge.com.tw/pub/LIT_9.asp
34,2547,日勝生活科技股份有限公司,日勝生,建材營造,－,台北市大同區市民大道一段209號14樓,12373243,林榮顯,劉垚凱,陳婷婷,協理,待補,(02)7733-8888,71/03/26,89/12/22,新台幣 10.0000元,9000946490,900094649,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,楊清鎮,方涵妮,RADIUM,"14FL., No.209, Sec. 1, Civic Blvd., Datong Dist.,Taipei, Taiwan, R.O.C.",(02)2559-5188,line@radium.com.tw,http://www.radium.com.tw,陳婷婷,協理,(02)7733-8888#8468,christine@radium.com.tw,http://www.radium.com.tw
35,2548,華固建設股份有限公司,華固,建材營造,－,台北市信義路四段456號7樓,23358846,鍾榮昌,洪嘉昇,劉若梅,財務長,姚秀琴.楊康平,2758-2828,78/04/06,91/08/26,新台幣 10.0000元,2768127260,276812726,0,0,合併,每年,董事會,台新證券股務代理部,2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,王方瑜,林瑟凱,HUAKU,"7F, No.456, Sec.4, Xinyi Rd., Taipei , Taiwan , R.O.C.",2729-2687,susan@huaku.com.tw,www.huaku.com.tw,楊康平,主任,2758-2828,kurtis.yang@huaku.com.tw,http://www.huaku.com.tw/homech2.html
36,2597,潤弘精密工程事業股份有限公司,潤弘,建材營造,－,台北市中山區八德路二段308號10樓,66394146,李志宏,莫惟瀚,莫惟瀚,總經理,李志宏,02-81619999,64/11/03,99/03/26,新台幣 10.0000元,1849500000,184950000,0,0,合併,每年,股東會,本公司股務,81617999,台北市中山區八德路二段308號12樓?,資誠聯合會計師事務所,黃金連,張淑瓊,REC,"10FL., No.308, Sec. 2, Bade Rd., Jhongshan District, Taipei City 104, TaiwanRepublic of China",02-81619988,cmc@mail.ruentex.com.tw,www.rtc.com.tw/index.aspx,趙存國,副總經理,81619999,Rt008763@mail.ruentex.com.tw,www.rtc.com.tw/index.aspx
37,2841,台灣土地開發股份有限公司,台開,建材營造,－,台北市衡陽路51號14樓之1,03701104,邱于芸,邱于芸,蕭鈺豈,經理,陳婉玲,02-2331-1234,53/07/01,88/01/08,新台幣 10.0000元,7609436000,760943600,0,0,合併,每年,股東會,永豐金證券股份有限公司,2381-6288,臺北市中正區博愛路17號3樓,德昌聯合會計師事務所,李定益,林之凱,TLDC,"14F-1, No.51, HENGYANG RD., TAIPEI CITY , TAIWANTaipei City,R.O.C.",02-23716037,service@tldc.com.tw,http://www.tldc.com.tw,魏意穎,專員,(02)23837207,service@tldc.com.tw,http://www.tldc.com.tw/main/category.php?cat=429&post=10389
38,2923,鼎固控股有限公司,鼎固-KY,建材營造,KY 開曼群島,臺北市信義區基隆路一段420號10樓(臺北聯絡處),31896684,張洪本,張能耀,張能耀,總經理,馮安怡,8621-64332999,96/12/05,101/12/07,新台幣 10.0000元,17402969820,1740296982,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,(02)23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,鄭旭然,陳俊宏,Sino Horizon,"450#, Ruijin 2 road, Huangpu District,Shanghai, PRC",8621-64332999,ir@sinohorizon.cn,http://www.sinohorizon.cn/,黃冠瑋,主辦會計,02-26916069,ir@sinohorizon.cn,http://www.sinohorizon.cn/
