,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,3516,亞帝歐光電股份有限公司,亞帝歐,光電業,－,桃園市八德區白鷺里廣福路858號,86410720,廖書尉,廖書尉,黃正心,董事長室經理,黃棋榮,033768380,80/11/29,96/11/29,新台幣 10.0000元,505902160,50590216,0,0,合併,每年,股東會,中國信託商業銀行代理部,0266365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,洪茂益,張志銘,ADO,"NO.858,GUANGFU RDBADE CITY , TAOYUAN COUNTY, TAIWAN",033768382,ado@adotek.com.tw,www.adotek.com.tw,黃正心,董事長室經理,03-3768380分機6151,sylvia_huang@adotek.com.tw,www.adotek.com.tw
11,3523,迎輝科技股份有限公司,迎輝,光電業,－,台南市安南區本田路二段391號,16366341,唐以鄰,呂英宗,呂英宗,總經理,謝志育,(06)3841313,87/01/15,96/11/16,新台幣 10.0000元,618298680,61829868,33000000,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,胡子仁,李芳文,EFUN,"No.391,Sec.2,Bentian Rd.,Annan DistrictTainan City 70955,Taiwan R.O.C",(06)3841515,billhsieh@efun.com.tw,Http://www.efun.com.tw,謝志育,財務長,06-3841313#105,billhsieh@efun.com.tw,www.efun.com.tw
12,3531,先益電子工業股份有限公司,先益,光電業,－,台中市南屯區工業24路22號,52543363,鄧嘉文,王惠民,方建仁,車燈部經理,游雅靜,04-23590111,68/10/11,97/04/08,新台幣 10.0000元,611750110,61175011,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市100博愛路17號3樓,安侯建業聯合會計師事務所,吳俊源,郭士華,Shian Yih,"NO. 22, KON YEN 24TH RD. TAICHUNG INDUSTRIAL ESTATETAICHUNG TAIWAN R.O.C",04-23599692,yaching@shianyih.com.tw,www.shianyih.com,方建仁,車燈部經理,04-23590111,andrew@shianyih.com.tw,http://www.shianyih.com/financial-report.html
13,3615,安可光電股份有限公司,安可,光電業,－,新竹縣湖口鄉光復北路10號,28812887,葉垂景,姜明君,姜明君,總經理,黃卓凱,03-5986336,96/09/28,98/04/15,新台幣 10.0000元,684669760,68466976,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,徐榮煌,涂嘉玲,AimCore,"No 10 Kuangfu N.Road Hsin Chu Industrial Park ,TaiwanHsin Chu Industrial Park ,Taiwan",03-5978070,service@aimcore.com.tw,www.aimcore.com.tw,黃卓凱,經理,03-598-6336,service@aimcore.com.tw,http://www.aimcore.com.tw/p3-4.htm
14,3623,富晶通科技股份有限公司,富晶通,光電業,－,桃園巿龜山區華亞三路50號6樓之1,70791435,翁明顯,蔡輔原,巫金國,協理,鄭昭生,03-397-8800,89/11/27,99/04/28,新台幣 10.0000元,291859460,29185946,0,0,個別,每年,股東會,凱基證券股份有限公司,02-2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,張淑瓊,游淑芬,TTI,"6F.-1 No. 50, Hua-ya 3 RD.,Gueishan Dist., Taoyuan County,Taiwan",03-397-8855,service@transtouch.com.tw,http://www.transtouch.com.tw/,巫金國,協理,03-3978800#140,johnson@transtouch.com.tw,http://www.transtouch.com.tw/#stkSection
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,3630,新鉅科技股份有限公司,新鉅科,光電業,－,台中市后里區后科路一段269號,70748276,鄭勝全,黃子青,趙麗雅,處長,殷長生,04-23696889,88/08/30,99/04/26,新台幣 10.0000元,1841918480,184191848,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-6636-5566,台北市100003中正區重慶南路一段八十三號五樓,安侯建業聯合會計師事務所,郭士華,陳政學,NEWMAX,"No. 269, Sec. 1, Houke Rd. Houli Dist.Tai-Chung City, Taiwan R.O.C",04-23696869,public@newmax.com.tw,http://www.newmax.com.tw,趙麗雅,處長,04-23696889,public@newmax.com.tw,http://www.newmax.com.tw/?page_id=2102
17,3666,光耀科技股份有限公司,光耀,光電業,－,(30078)新竹科學工業園區新竹市力行六路一號三樓,27397031,郭維斌,袁廣麟,蔡偉文,財務行政處副總經理,蕭興泉,03-5776686,93/07/13,103/12/04,新台幣 10.0000元,586531000,58653100,0,0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,勤業眾信聯合會計師事務所,黃毅民,呂宜真,OTI,"3F, No. 1, Li Hsin Rd. VI, Science-Based Industrial ParkHsinchu 30078, Taiwan",03-5776680,sales@optivtech.com,www.optivtech.com,蔡偉文,財務行政處副總經理,03-5776686,ir@optivtech.com,www.optivtech.com
18,3691,碩禾電子材料股份有限公司,碩禾,光電業,－,新竹縣湖口鄉工業一路3號1樓,80433079,陳繼明,黃文瑞,陳繼明,董事長,黃文瑞,03-5981886,92/07/11,99/11/18,新台幣 10.0000元,758834200,75883420,12686000,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-3393-0898,100台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鍾鳴遠,黃裕峰,GIGASOLAR,"1 st F No3, Kung-Yeh 1 st Rd., Hsinchu Industrial Park,Hsinchu 303, Taiwan, R.O.C",03-5978258,IR@gigasolar.com.tw,www.gigasolar.com.tw,陳小姐,襄理,03-5981886,IR@gigasolar.com.tw,http://www.gigasolar.com.tw/
19,3713,新晶投資控股股份有限公司,新晶投控,光電業,－,新竹縣竹北市復興二路193號3樓之一,83423700,資三德,資三德,劉財能,財務主管,廖筱菁,03-6581956,109/02/27,109/02/27,新台幣 10.0000元,780900000,78090000,5500000,0,合併,每年,股東會,富邦證券股份有限公司,02-23611300,台北市10047許昌街17號2樓,安侯建業聯合會計師事務所,林桓昇,陳蓓琪,HsinjingHolding,"3F.-1, No. 193, Fuxing 2nd Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C)",03-6580981,service@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw,劉財能,財務主管,03-6581956,bruceliu@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw
20,4729,熒茂光學股份有限公司,熒茂,光電業,－,高雄市路竹區竹南里路科三路7號,27800048,方敏宗,林盈杉,謝富雅,總經理室特別助理,翁蔚菁,(07)6955699,94/05/26,98/02/24,新台幣 10.0000元,1022060000,102206000,20000000,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,10366台北市承德路三段210號地下一樓,安永聯合會計師事務所,陳政初,李芳文,MILDEX,"No.7,Luke 3rd Rd.,Luzhu Dist.,Kaohsiung City 82151, Taiwan (R.O.C.)",(07)6955799,sophia@mildex.com.tw,http://www.mildex.com.tw,謝富雅,總經理室特別助理,(07)6955699#7902,sophia@mildex.com.tw,http://www.mildex.com.tw
21,4933,友輝光電股份有限公司,友輝,光電業,－,桃園市大溪區仁善里新光東路80號,80660088,吳東昇,吳昕杰,楊堯如,會計主管,李燕蘭,03-3074830,92/12/31,100/07/29,新台幣 10.0000元,799446750,79944675,0,0,合併,每年,董事會,新光證券股份有限公司,02-23118787,台北市重慶南路一段66之一號11樓,勤業眾信聯合會計師,陳文香,徐文亞,UBRIGHT,"No. 80, Xinguang E. Rd, Jen-Shan Li, Daxi Dist.,Taoyuan City, Taiwan, R.O.C.",03-3074769,yyr@ubright.com.tw,WWW.UBRIGHT.COM.TW,楊堯如,會計主管,03-3074830,yyr@ubright.com.tw,WWW.UBRIGHT.COM.TW
22,4944,兆遠科技股份有限公司,兆遠,光電業,－,新竹科學園區苗栗縣竹南鎮科北五路8號,12646223,姚宕梁,鄭松森,吳政穆,副執行長,張淑如,037-585058,89/11/02,100/05/31,新台幣 10.0000元,880892960,88089296,21976480,0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,安侯建業聯合會計師事務所,黃泳華,鄭安志,CRYSTALWISE,"No.8,Kebei 5th Rd., Hsinchu Science Park, Zhunan Township,Miaoli County,35053, Taiwan, R.O.C.",037-585177,crystalwise@crystalwise.com,http://www.crystalwise.com,吳政穆,副執行長,037-585058,crystalwise@crystalwise.com,http://www.crystalwise.com
23,4972,湯石照明科技股份有限公司,湯石照明,光電業,－,新北市樹林區博愛街236號4樓,86831927,湯士權,洪家政,王志遠,財會部協理,詹益禎,02-86857855,81/08/20,102/06/17,新台幣 10.0000元,402030530,40203053,0,0,合併,每年,董事會,宏遠證券股份有限公司,02-2326-8818,台北市大安區信義路四段236號3樓,資誠聯合會計師事務所,洪淑華,劉美蘭,TONS,"4F., No.236, Bo’ai St., Shulin Dist.,New Taipei City , Taiwan (R.O.C.)",02-86857655,investor@tons.com.tw,http://www.tonslight.com/,王志遠,財會部協理,02-86857855#205,investor@tons.com.tw,http://www.tonslight.com/
24,4995,晶達光電股份有限公司,晶達,光電業,－,新北市新店區寶橋路235巷137號8樓,70783202,李英珍,金仲仁,蘇俊生,財務及會計主管,洪淑芬,(02)8919-1858,89/08/18,101/05/09,新台幣 10.0000元,418390360,41839036,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,林旺生,黃瑞展,Litemax,"8F., No.137, Ln. 235, Baoqiao Rd.,Xindian Dist.,New Taipei City 231,Taiwan",(02)8919-1300,ir@litemax.com.tw,www.litemax.com.tw,蘇俊生,財務及會計主管,(02)8919-1858,ir@litemax.com.tw,http://irs.litemax.com/
25,5220,萬達光電科技股份有限公司,萬達光電,光電業,－,宜蘭縣蘇澳鎮頂平路22號,80082329,黃素真,范志明,鄭勝件,財務長,葉俊瑋,03-9908282,91/11/18,107/04/26,新台幣 10.0000元,396670000,39667000,0,0,合併,每年,股東會,兆豐證券,02-33930898,台北市忠孝東路二段95號,資誠聯合會計師事務所,葉翠苗,吳郁隆,HIGGSTEC,"No. 22, Dingping Rd., Su’ao Township, Yilan County 270008 , Taiwan (R.O.C.)Yilan County , Taiwan (R.O.C.)",03-9907890,intl.sales@higgstec.com.tw,www.higgstec.com.tw,鄭勝件,財務長,0958595220,jerry.chien@higgstec.com.tw,www.higgstec.com.tw
26,5230,雷笛克光學股份有限公司,雷笛克光學,光電業,－,新北市中和區板南路655號15F,28951775,唐德龍,唐德龍,蘇育平,總管理處暨財務部協理,陳竹芳,02-82276126,97/03/27,101/06/05,新台幣 10.0000元,469558240,46955824,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-25865859,台北市承德路3段210號B1,勤業眾信聯合會計師事務所,吳恪昌,黃毅民,Ledlink,"15F,NO.655,BANNAN RD.,Chung-Ho Dist,New Taipei City,Taiwan.",02-82276127,investor@ledlink-optics.com,www.ledlink-optics.com,蘇育平,總管理處暨財務部協理,82276126,investor@ledlink-optics.com,www.ledlink-optics.com
27,5245,智晶光電股份有限公司,智晶,光電業,－,350新竹科學工業園區苗栗縣竹南鎮科北二路8號,28023412,王鴻鈞,李湘耘,林國輝,副總經理,施均憶,(037)587168,94/11/03,104/05/25,新台幣 10.0000元,449900000,44990000,0,0,個別,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,謝明忠,陳慧銘,WSI,"NO.8, KEBEI RD. 2SCIENCE PARK, CHU-NAN, MIAOLI COUNTY 350",(037)586566,IR@wisechip.com.tw,http://www.wisechip.com.tw/,林國輝,副總經理,(037)587168,IR@wisechip.com.tw,http://www.wisechip.com.tw/s/1/features-1446-3186/利害關係人專區.html
28,5251,天鉞電子股份有限公司,天鉞電,光電業,－,新北市中和區中正路700號3樓之3,86710851,汪攘夷,汪攘夷,林致遠,技術長,李垂拓,02-82278582,81/05/23,101/11/26,新台幣 10.0000元,357193770,35719377,7600000,0,合併,每年,董事會,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,黃國寧,邵志明,JSW,"3F-3., No. 700, Zhongzheng Rd.,Zhonghe Dist., New Taipei City,Taiwan",02-82278583,speaker@jswpac.com,www.secufirst.com.tw,李垂拓,經理,02-82278582,speaker@jswpac.com,http://www.secufirst.com.tw/Investor3.aspx?Inv=1049
29,5281,大峽谷半導體照明系統(開曼),大峽谷-KY,光電業,KY 開曼群島,臺中市西屯區市政北七路186號24樓之五,54398554,張家瑞,張石沛蓁,張家瑞,董事長,張忠瑋,04-2255-5199,101/05/22,105/03/30,新台幣 10.0000元,370100000,37010000,0,0,合併,每季,董事會,永豐金證券股份有限公司,02-2381-6288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,黃子評,陳明宏,StrongLED,"24F.-5, No. 186, Shizheng N. 7th Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",04-2255-5195,ir@strongled.com,http://www.strongled.com/Tindex/,張忠瑋,副總經理,0988561002,david.c@strongled.com,http://www.strongled.com/Tindex/
30,5315,光聯科技股份有限公司,光聯,光電業,－,台中市潭子區台中加工出口區建國路12號,22100405,韓之華,葉建文,林珂如,行政副總經理,陳立閎,04-25314277,79/06/26,85/11/02,新台幣 10.0000元,1063518320,106351832,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蘇定堅,曾棟鋆,U.R.T.,N0.12 CHIEN KUO ROAD TANTZU T.E.P.Z. TANTZU TAICHUNG TAIWAN R.O.C,04-25313067,kellylin@urt.com.tw,www.urt.com.tw,林珂如,行政副總經理,04-25314277ext3321,kellylin@urt.com.tw,http://www.urt.com.tw/big5/csr.php?show=4
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,5371,中強光電股份有限公司,中光電,光電業,－,新竹科學工業園區新竹市東區力行路11號,22099907,張威儀,林惠姿 陳士元 吳秀蕙,溫慧萍,法人關係室特別助理,財務長 何新斌,03-5772000,81/06/30,88/01/20,新台幣 10.0000元,3909811100,390981110,0,0,合併,每年,董事會,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,郭紹彬,陳智忠,Coretronic,"No 11, Li Hsing Rd, Science Park,, Hsinchu, TaiwanHsinchu, Taiwan",03-5772530,ssd@coretronic.com,www.coretronic.com,溫慧萍,法人關係室特別助理,03-5772000-7170,ir@coretronic.com,https://www.coretronic.com/csr/shareholder
33,5392,能率創新股份有限公司,能率,光電業,－,台北市復興北路101號10樓,84901089,董俊仁,胡湘麒,董俊毅,副董事長,周哲毅,(02)25472089,83/12/29,88/06/14,新台幣 10.0000元,1699639900,169963990,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林雅慧,徐永堅,ABICO AVY,"10F, No.101, Fu-Hsing North Road Taipei, Taiwan 105, R.O.CTaipei,Taiwan,R.O.C",(02)25472909,invest@avy.com.tw,www.avy.com.tw,周哲毅,協理,(02)25472089分機1511,invest@avy.com.tw,www.avy.com.tw
34,5432,新門科技股份有限公司,新門,光電業,－,台北市內湖區行忠路42號6樓,23746488,陳政隆,陳政隆,李曉青,專案經理,陳思媚,(02)77210240,79/05/21,89/03/21,新台幣 10.0000元,206878040,20687804,0,0,個別,每半會計年度,董事會,統一證券(股)公司股務代理部,2747-8266,台北市松山區東興路8號B1樓,資誠聯合會計師事務所,梁益彰,陳憲正,SOLOMON DATA,"6F, No.42, Shing Jung Rd.,Nei Hu Dist., Taipei, Taiwan, R.O.C.",(02)77210241,shares@mail.datavision.com.tw,www.datavision.com.tw,陳雪蘋,特助,(02)77210240,shares@mail.datavision.com.tw,http://www.datavision.com.tw/contact.php
35,5443,均豪精密工業股份有限公司,均豪,光電業,－,新竹科學工業園區新竹縣創新一路5-1號4樓,33838628,陳政興,陳政興,李素珍,特別助理,曾嘉茹,03-5639999,67/12/22,87/02/09,新台幣 10.0000元,1651361440,165136144,0,0,合併,每年,股東會,統一綜合證券股份有限公司,27478266,臺北市東興路8號1樓,資誠聯合會計師事務所,李典易,江采燕,GPM,"No. 5-1, Innovation 1st Rd., SBIP300 Hsinchu, Taiwan, R.O.C",03-5639988,jennylee@gpmcorp.com.tw,www.gpmcorp.com.tw,李素珍,特別助理,3-5639999#1105,jennylee@gpmcorp.com.tw,www.gpmcorp.com.tw/zh-tw/investor/index/72
36,6125,廣運機械工程股份有限公司,廣運,光電業,－,新北市瑞芳區頂坪路瑞芳工業區69號,04757891,謝清褔,謝清褔,沈麗娟,副總經理,邱敏華,(02)2786-3797,65/07/12,91/01/23,新台幣 10.0000元,2490111500,249011150,7000000,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北市東興路8號,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,KENMEC,"No. 69, Ting Ping Rd., Juifang Industrial Zone,Taipei Hsien, Taiwan, R.O.C.",(02)2788-9785,ken@kenmec.com,http://www.kenmec.com,沈麗娟,副總經理,(02)2786-3797,gloria@kenmec.com,http://www.kenmec.com/tw/Stakeholder.aspx
37,6167,久正光電股份有限公司,久正,光電業,－,台中市西屯區工業區六路八號,22100566,王世岳,王世岳,劉紹玲,財務部協理,陳啟琛,04-23558168,80/09/02,91/03/26,新台幣 10.0000元,1621732210,162173221,0,0,合併,每年,董事會,永豐金證券股務代理部,02-2381-6288,100台北市博愛路17號3樓,安侯建業聯合會計師事務所,郭冠纓,羅瑞蘭,POWERTIP,"No.8,6th.Rd.,Taichung Industrial Park,Taichung ,Taiwan ,R.O.C.",04-23558166,www.powertip.com.tw,www.powertip.com.tw,劉紹玲,財務部協理,04-23558168,judy@powertip.com.tw,http://www.powertip.com.tw/investor_3.php
38,6222,上揚科技股份有限公司,上揚,光電業,－,新北市汐止區中興路32號1樓,22182927,林峰琦,林峰琦,林峰琦,董事長,池曉鈴,26918000,75/08/15,92/01/09,新台幣 10.0000元,405888780,40588878,23678118,0,合併,每年,股東會,元大證券股份有限公司,2586-5859,103台北市大同區承德路3段210號B1,德昌聯合會計師事務所,陳裕勳,李定益,Sotac,"1F. No. 32 Chung-Hsing RdHsiehih city Taipei Hsieh, Taiwan, R.O.C",26917000,sharonchih@sotac.com.tw,www.sotac.com.tw/web/index/index.jsp?lang=tw,池曉鈴,會計部經理,26918000*207,sharonchih@sotac.com.tw,http://www.sotac.com.tw/web/investment/investment.jsp?lang=tw
