9,6736,碩辣椒股份有限公司,碩辣椒,文化創意業,－,台北市內湖區瑞光路583巷31號2樓,54173788,鄧潤澤,王勁智,王勁智,總經理,陳美玲,02-7720-6688,102/03/19,108/08/15,新台幣 10.0000元,122780000,12278000,0,0,個別,每年,股東會,統一綜合證券(股)公司股務代理部,02-2747-8266,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,邵志明,黃惠敏,SO-CAYENNE,"2F., No. 31, Ln. 583, Rueiguang Rd., Neihu Dist.Taipei 11493, Taiwan",02-7721-2020,PR@so-cayenne.com.tw,www.so-cayenne.com.tw,－,－,－,－,無
10,6780,學習王科技股份有限公司,學習王,文化創意業,－,新北市板橋區文化路二段285號7樓,53582103,郭英標,郭英標,郭英標,總經理,曾銘鐘,02-22545789,101/01/06,109/07/23,新台幣 10.0000元,164697230,16469723,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,葉東煇,方蘇立,Study123,"7F., No.285, Sec. 2, Wunhua Rd., Banciao Dist.,New Taipei City 220504, Taiwan (R.O.C.)",02-22545795,andytseng@study123.com.tw,https://www.study123.com.tw/,－,－,－,－,https://www.study123.com.tw/
11,6856,鑫傳國際多媒體科技股份有限公司,鑫傳,文化創意業,－,臺中市大里區國光路一段68號,16089901,廖紫岑,王盛春,王盛春,總經理,林惠娟,04-37050011,86/08/20,111/01/07,新台幣 10.0000元,240000000,24000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,吳麗冬,蘇定堅,ST media,"No. 68, Sec. 1, Guoguang Rd., Dali Dist.,Taichung City, Taiwan 412 R.O.C.",04-37050022,nil,https://st-media.com.tw,－,－,－,－,https://st-media.com.tw/invertor/shareholders/
12,7452,乂迪生科技股份有限公司,乂迪生,文化創意業,－,408台中市南屯區五權西路二段666號9樓之1,28936959,廖本昌,廖本昌,廖本昌,總經理,張珮綺,04-35066866,97/03/05,110/04/16,新台幣 10.0000元,153740000,15374000,0,0,合併,每年,股東會,日盛證券股份有限公司,02-2541-9977,臺北市中山區南京東路二段85號7樓,安永聯合會計師事務所,黃子評,黃宇廷,Edison Tech,"9F-1,No.666,Sec.2,Wu Chuan West Rd, NantunTaichung City 408,Taiwan,R.O.C.",04-23894365,edison@edison-onlinetech.com,https://tw.hitutoracdm.com,－,－,－,－,https://www.edison-onlinetech.com/
13,7584,樂意傳播股份有限公司,樂意,文化創意業,－,新北市新店區北新路三段205-3號9樓,53773813,梁敏永,梁敏永,郭文彬,財務長,張敏惠,(02)8913-1363,101/06/13,110/05/12,新台幣 10.0000元,132052800,13205280,0,0,合併,每年,股東會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,莊鈞維,吳美萍,HAPPYTUK,"9F., No. 205-3,Sec. 3, Beixin Rd.,Xindian Dist.,New Taipei City 231631, Taiwan (R.O.C.)",(02)8913-1520,ir@mangot5.com,www.mangot5.com,－,－,－,－,https://company.mangot5.com/company/index
14,8329,臺灣電視事業股份有限公司,台視,文化創意業,－,臺北市八德路三段十號,20685000,黃崧,周法勛,周法勛,總經理,李偉國,(02)27758888,51/05/11,96/09/06,新台幣 10.0000元,2805781150,280578115,0,0,合併,每年,股東會,元大證券股份有限公司,(02)25865859,臺北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,黃海悅,陳招美,TTV,"NO.10 PA TE ROAD,SEC 3 TAIPEI TAIWAN R.O.C.",(02)27758920,tailing@ttv.com.tw oliver@ttv.com.tw,WWW.TTV.COM.TW,－,－,－,－,不適用
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,興櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,8458,影一製作所股份有限公司,影一,文化創意業,－,台北市松山區光復南路35號7樓,28701117,董俊仁,張承中,張承中,總經理,遺缺待補,02-7730-2556,96/08/09,103/10/27,新台幣 10.0000元,108500000,10850000,0,0,個別,每年,股東會,永豐金證券股份有限公司,02-2381-6288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,阮呂曼玉,林雅慧,OPF,"7F., No. 35, Guangfu S. Rd., Songshan Dist.Taipei City 10563, Taiwan, R.O.C.",02-2748-8351,one@1production.com.tw,www.1production.com.tw,－,－,－,－,www.1production.com.tw
17,8487,愛爾達科技股份有限公司,愛爾達,文化創意業,－,台北市中正區中華路一段41號4樓,70542247,陳怡君,陳怡君,江瑋玲,內容長,謝思毅,02-23411100,89/03/28,104/12/10,新台幣 10.0000元,210000000,21000000,0,0,個別,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市大安區信義路4段236號3樓,勤業眾信聯合會計師事務所,林文欽,戴信維,ELTA,"4F., NO.41, Sec. 1, Jhonghua Rd.,Taipei City 100, Taiwan(R.O.C)",02-33933095,eltaipo@elta.com.tw,www.elta.com.tw,－,－,－,－,無
18,8491,真好玩娛樂科技股份有限公司,真好玩,文化創意業,－,台北市內湖區洲子街71號9樓,54358602,周玄昆,劉志成,吳旭東,財務長,江宇軒,0277027700,102/09/11,105/01/19,新台幣 10.0000元,274560000,27456000,0,0,合併,每年,股東會,永豐金證券股份有限公司,0223816288,台北市中正區博愛號17號3樓,資誠聯合會計師事務所,陳憲正,賴宗羲,9Splay,"9F., No. 71, Zhouzi St., Neihu Dist.,Taipei City 114678, Taiwan (R.O.C.)",0225475195,9s@9splay.com,www.9splay.com.tw,－,－,－,－,www.9splay.com.tw
19,8492,兔將創意影業股份有限公司,兔將,文化創意業,－,台北市內湖區洲子街71號7樓,53313071,李昭樺,李昭樺,李昭樺,總經理,蘇玉姍,(02)26276060,100/02/23,105/05/19,新台幣 10.0000元,215000000,21500000,0,0,合併,每年,股東會,福邦證券股份有限公司,(02)23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,林雅慧,徐潔如,TWR,"7F, 71, Zouzhi St., Neihu DistrictTaipei, Taiwan",(02)26276030,contact@twrglobal.com,http://www.twrglobal.com,－,－,－,－,http://www.twrglobal.com
