,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,5276,達輝股份有限公司,達輝-KY,其他,KY 開曼群島,"4th Floor, Harbour Place, 103 South Church Street, George T.",38547064,徐鴻鈞,徐盟傑,徐鉦鑑,總經理,王詩賢,02-2649-7298,100/12/01,103/06/12,新台幣 10.0000元,395000000,39500000,0,0,合併,每年,股東會,康和綜合證券股份有限公司,886-287871888,台北市信義區基隆路一段176號B1,安侯建業聯合會計師事務所,楊樹芝,陳政學,Da Hui,"3F, No.27 ,Alley 16, Lane 337, Sec.1,Ta-Tung Rd.,New Taipei City22161, Taiwan",02-2649-9679,Service@da-hui.com.tw,www.da-hui.com.tw,王耀鴻,經理,02-2649-7298,Service@da-hui.com.tw,www.da-hui.com.tw
11,5306,桂盟國際股份有限公司,桂盟,其他,－,台南市永康區中華路425號8F-5,22099483,吳盈進,吳瑞章,陳泳仁,投資人關係室協理,李朝信,(06)3037111,78/04/20,84/12/26,新台幣 10.0000元,1260000000,126000000,0,0,合併,每季,董事會,中國信託商業銀行(股)公司代理部,(02)66365566,台北市中正區重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,李季珍,楊朝欽,KMC,"8F-5,No 425,Jhonghua Rd,YongKang Dist,Tainan City 71079Taiwan.R.O.C",(06)3037333,ir@kmc-international.com,www.kmc-international.com,陳泳仁,發言人,(06)3037111,ir@kmc-international.com,www.kmc-international.com
12,5345,天揚精密科技股份有限公司,天揚,其他,－,桃園市中壢區環北路400號18樓之1,23827860,王鏑程,王鏑程,王彥尊,經理,王東茂,03-2805160,79/10/19,87/03/23,新台幣 10.0000元,475000000,47500000,17500000,0,合併,每年,股東會,兆豐證券股份有限公司,02-33227981,台北市忠孝東路二段95號1F,正風聯合會計師事務所,賴永吉,彭麗真,Team Young,"18F.-1, No.400, Huanbei Rd., Zhongli Dist.Taoyuan City, Taiwan, R.O.C.",03-2805182,T1367@teamyoung.com;T4010@teamyoung.com,https://www.teamyoung.com/zh-tw,王彥尊,經理,03-2805160#155,t4010@teamyoung.com,https://www.teamyoung.com/zh-tw
13,5398,慕康生技醫藥股份有限公司,慕康生醫,其他,－,新北市汐止區大同路一段239號16樓之1,04669623,沈國榮,沈國榮,蕭錦龍,協理,賴玉鳳,2641-5398,67/06/22,88/10/11,新台幣 10.0000元,499504600,49950460,16900000,0,合併,每年,股東會,康和證券股務代理部,87871888,台北市基隆路一段176號B1,安永聯合會計師事務所,黃子評,凃清淵,INALWAYS,"16F.-1, No.239, Sec. 1, Datong Rd., Xizhi Dist.,New Taipei City 221, Taiwan(R.O.C)",2641-6328,stanley.hsiao@inalways.com.tw,http://www.inalways.com.tw,蕭錦龍,協理,2641-5398,stanley.hsiao@inalways.com.tw,http://www.inalways.com.tw
14,5450,南良國際股份有限公司,南良,其他,－,台北市內湖區陽光街349號6樓,23438530,蕭登波,張舜卿,張舜卿,總經理,蘇孟栩,(02)2659-1588,78/08/11,89/08/22,新台幣 10.0000元,1223922500,122392250,72000000,0,合併,每年,股東會,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,莊碧玉,黃秀椿,NAMLIONG,"6F,NO.349,YANG-KUANG ST., NEI-HUTAIPEI,TAIWAN,R.O.C.",(02)2659-1599,namliong_public@namliong-global.com,www.namliong-global.com,蘇孟栩,經理,(02)2659-1588,namliong_public@namliong-global.com,www.namliong-global.com
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,5481,新華泰富股份有限公司,新華,其他,－,臺北市大安區敦化南路2段97號2樓,23790625,李文杰,李文杰,周家祺,協理,吳彥儒,02-77033909,79/06/18,90/04/27,新台幣 10.0000元,734028910,73402891,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,陳宗哲,曾國禓,SINOTACT,"2F No.97, Sec.2, Dunhua S. Rd., Daan Dist., Taipei City 10682Taiwan(R.O.C.)",02-27019369,investor@sinotact.com,http://www.sinotact.com/,何佳洲,管理部經理,02-77033909,investor@sinotact.com,investor@sinotact.com
17,5530,龍巖股份有限公司,龍巖,其他,－,新北市汐止區東勢街111號,22415496,KELLY LEE,王群中,梁建芸,公司治理主管,王群中,02-66159999,76/03/27,89/10/04,新台幣 10.0000元,4200841990,420084199,21000000,0,合併,每年,股東會,日盛證券股份有限公司股務代理部,02-25419977,台北市南京東路2段85號7樓,安侯建業聯合會計師事務所,池世欽,賴麗真,LUNG YEN,"No.111, Dongshi St., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)",02-66157777,kaipei@lungyengroup.com.tw,www.lungyengroup.com.tw,萬馨文,投資人關係部經理,02-66159999,ir@lungyengroup.com.tw,www.lungyengroup.com.tw
18,5604,中連誠企業股份有限公司,中連,其他,－,台中市西屯區工業區一路7號,51125209,蘇南州,江瑞萌,侯冠朱,副總經理,朱麗貞,04-23598181,43/08/09,86/05/22,新台幣 10.0000元,1087829680,108782968,0,0,合併,每年,股東會,亞東證券股份有限公司,(02)77531699,22041新北市板橋區新站路16號13樓,安侯建業聯合會計師事務所,郭士華,陳政學,CLTC,"Industrial Park , First Road , No 7Taichung,Taiwan,R.O. C.",04-23595400,fin@cltc.com.tw,www.cltc.com.tw,侯冠朱,副總經理,04-23598181,fin@cltc.com.tw,http://www.cltc.com.tw/investor/home.htm
19,6179,亞通利大能源股份有限公司,亞通,其他,－,新北市汐止區新台五路一段96號22樓,89491275,呂元瑞,呂元瑞,楊智鈞,財務處協理,陳明朝,02-86961585,84/04/22,91/05/17,新台幣 10.0000元,881467310,88146731,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,楊清鎮,黃堯麟,ATE ENERGY.INC,"22F., No.96, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan",02-86961590,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw,楊智鈞,財務處協理,02-86961585,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw
20,6199,天品聯合企業股份有限公司,天品,其他,－,桃園市中壢區中山路141號8樓,84228281,李振寬,李振寬,潘綺霓,課長,溫豐玉,(03)2756356,82/04/03,105/10/07,新台幣 10.0000元,617600180,61760018,0,0,合併,每年,股東會,元大證券股份有限公司,(02)25865859,台北市承德路三段210號地下一樓,國富浩華聯合會計師事務所,吳孟達,林春枝,TienPin,"8F., No. 141, Zhongshan Rd.,Zhongli Dist., Taoyuan City 320, Taiwan",(03)4261750,linda-p@datafab.com,www.datafab.com,溫豐玉,稽核主管,03-2756356#8112,doris-wen@datafab.com,www.datafab.com
21,6236,康呈生醫科技股份有限公司,康呈,其他,－,台北市大安區仁愛路四段4號11樓,16094290,周建君,周建君,周建君,董事長,胡文香,02-77230555,86/10/02,92/03/31,新台幣 10.0000元,316540390,31654039,26600000,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)27035000,106台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,許育峰,梅元貞,CTB,"11F., NO. 4, SEC. 4, REN-AI RD., DA-AN DIST.,TAIPEI CITY 10684, TAIWAN( R.O.C.)",02-25554583,eileenhu@cometruebio.com,www.cometruebio.com,胡文香,財務經理,04-23011939,eileenhu@cometruebio.com,www.cometruebio.com/admin/support/front/support.php?upid=21&cid=21
22,6240,松崗數位文創股份有限公司,松崗,其他,－,臺北市忠孝西路1段50號9樓,97446128,湯順甄,湯順甄,顏雅蕙,協理,許雅琳,02-23830383,86/04/19,92/05/30,新台幣 10.0000元,228673700,22867370,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-2747-8266,台北市松山區東興路8號B1樓,正風聯合會計師事務所,吳欣亮,彭莉真,Sung Gang,"9F,No.50,Sec.1,Chung Hsiao W Rd.,Taipei,Taiwan R.O.C.",02-23810393,annie@kingsinfo.com.tw,www.kingsinfo.com.tw,許雅琳,經理,02-23830383,annie@kingsinfo.com.tw,annie@kingsinfo.com.tw
23,6616,特昇國際股份有限公司,特昇-KY,其他,KY 開曼群島,"4F,Harbour Place,103 South Church St,POBox10240 CaymanIsland",72488249,黃世高,黃凱斌,余麗群,稽核主管,張明煌,+60-6-9873999,105/06/14,107/01/10,新台幣 10.0000元,286250000,28625000,0,0,合併,每半會計年度,股東會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,趙敏如,關春修,TIL,"PTD4093,Kaw Perindustrian Prt Jamil,Prt Jawa,84150Muar JohorJohor, Malaysia",+60-6-9872881,investor@techcential.com,https://www.techcential-international.com/,余麗群,稽核主管,04-22975559,investor@techcential.com,https://www.techcential-international.com/related_party/
24,6624,萬年清環境工程股份有限公司,萬年清,其他,－,台中市西屯區龍富路五段261號,16863495,何家慶,張湘棋,吳美真,財務經理,林靜屏,04-22550168,88/02/26,108/05/28,新台幣 10.0000元,180000000,18000000,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,陳明宏,黃子評,EC,"No.261,Sec.5,Longfu Rd.,Xitun Dist.,Taichung City 40755,TaiwanTaichung City40755,Taiwan",04-22550178,eclear@seed.net.tw,http://www.ever-clear.com.tw/,林靜屏,管理部經理,04-22550168,BelindaLin@ever-clear.com.tw,http://www.ever-clear.com.tw/
25,6629,泰金投資控股股份有限公司,泰金-KY,其他,KY 開曼群島,台北市松山區南京東路三段287號4樓,76347621,許大進,許偵容,許偵容,總經理,黃晟修,02-25149960,105/02/03,108/06/06,新台幣 10.0000元,356617330,35661733,0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,關春修,張純怡,TK-KY,"5F., No.287, Sec. 3, Nanjing E. Rd., Songshan Dist.Taipei, Taiwan",02-25149961,contact@thai-kin.com,www.thai-kin.com,黃晟修,財務長,02-25149960,contact@thai-kin.com,www.thai-kin.com
26,6803,崑鼎投資控股股份有限公司,崑鼎投控,其他,－,台北市北投區福善路16號12樓,70758512,廖俊吉吉,施雲鵬,施雲鵬,總經理,姚丹青,(02)2162-1688,88/12/13,99/05/27,新台幣 10.0000元,695169900,69516990,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2389-2999,10044台北市中正區重慶南路一段二號5樓,資誠聯合會計師事務所,翁世榮,林一帆,ECOVE Corp.,"12Fl, No. 16, Fushan Road, Beitou DistrictTaipei City 112037, Taiwan (R.O.C.)",(02)2162-1680,Spokesman@ecove.com,http://www.ecove.com,姚丹青,會計主管兼代理發言人,2-21621688,Spokesman@ecove.com,http://www.ecove.com
27,8342,益張實業股份有限公司,益張,其他,－,彰化縣埤頭鄉崙腳村興工路四號,22492367,陳新約,邱明鶴,蘇明宏,董事長室協理,蔡泰鋒,(04)8926130,76/05/04,106/11/23,新台幣 10.0000元,335366920,33536692,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,戴信維,蔣淑菁,I JANG,"4,HSING KUNG RD.,LUN CHIAO VILLAGE , PITOU HSIANG CHANG HUA HSIEN ,TAIWAN",(04)8921953,tazy@ijang.com.tw,www.ijang.com.tw,蘇明宏,董事長室協理,(04)8926130,ij0055@ijang.com.tw,http://www.ijang.com.tw/policy.htm
28,8354,冠好科技股份有限公司,冠好,其他,－,南投縣南投市成功三路239號,86779099,楊淇筠,李永坤,何志平,經理,蔡佩樺,049-2257852,81/07/02,93/04/15,新台幣 10.0000元,785322630,78532263,0,0,合併,每年,股東會,台新證券股務代理部,0225048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,吳俊源,郭士華,KH,"No. 239, Chenggong 3rd RdNantou City, TAIWA",049-2261997,reply@koanhao.com.tw,http://www.koanhao.com,何志平,經理,049-2257852,chihpinghe@koanhao.com.tw,http://www.koanhao.com
29,8390,金益鼎企業股份有限公司,金益鼎,其他,－,新竹市西濱路六段五九九號,97419282,莊清旗,莊瑞元,莊瑞瑾,副總經理,許珮如,(03)5182368,86/04/10,97/05/21,新台幣 10.0000元,1199226600,119922660,18841000,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,余聖河,李慈慧,JYD,"599, Sec. 6, Xibin Rd.,Hsinchu Taiwan",(03)5182968,yen.chu@tw.jydgroup.com,www.jyd.com.tw,莊瑞瑾,副總經理,03-5182368#205,yen.chu@tw.jydgroup.com,www.jyd.com.tw
30,8401,白紗科技印刷股份有限公司,白紗科,其他,－,台中市太平區祥順路1段116號,70730281,林衍束,陳俊傑,張錦泓,財務部協理,賴富美經理,04-36083888,89/03/27,99/03/29,新台幣 10.0000元,600416800,60041680,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,陳明宏,黃宇廷,BAI SHA,"No.116, Sec. 1, Xiangshun Rd.,Taiping City, Taichung , Taiwan, R.O.C",04-36118050,bs70730281@bsbs.com.tw,www.bsbs.com.tw,張錦泓,財務部協理,04-36083888,eric-chang@bsbs.com.tw,http://www.bsbs.com.tw/stock/stock.php?func=m_detail&m_id=111
31,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
32,8418,捷必勝控股股份有限公司,捷必勝-KY,其他,KY 開曼群島,"PO Box 309,Ugland House,Grand Cayman,KY1-1104,Cayman Islands",53008678,林永車,林永車,謝順斌,投資關係人經理,郭明仁,(02)23881991,99/02/10,100/12/06,新台幣 10.0000元,783590000,78359000,10364000,0,合併,每年,股東會,凱基證券股務代理部,(02)23148800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,李麗凰,郭乃華,JPNH,"5F, No.57, Sec. 1, Chongqing S. Road, Taipei City 100, Taiwan, R.O.C.Taipei City , Taiwan",(02)23881891,jpnelson@singnet.com.sg,http://www.jpnelson.com.sg,謝順斌,投資關係人經理,02-23881991,benshieh@jpnelson.com.sg,http://www.jpnelson.com.sg/index.php/cn/investor-relations-cn/ir-f-q-cn/ir-interested-area-cn
33,8420,明揚國際科技股份有限公司,明揚,其他,－,(900)屏東縣屏東市前進里經建路38號,28288026,劉安(日+告),呂英誠,呂英誠,總經理,林肯毅,08-7510505,95/07/28,103/11/10,新台幣 10.0000元,509900000,50990000,0,0,個別,每年,股東會,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96 號地下一樓,資誠聯合會計師事務所,廖阿甚,吳建志,LAUNCH TECH,"No.38, JingJian Rd. P.E.P.Z. Taiwan R.O.C.Pingtung City, Pingtung County",08-7513163,-,www.launchtech.com.tw,林肯毅,財會主管,08-7510505,kenny.lin@launchtech.com.tw,www.launchtech.com.tw
34,8421,旭源包裝科技股份有限公司,旭源,其他,－,新竹縣湖口鄉新竹工業區中華路122-18號,27476083,黃南源,黃南源,楊素鍰,財務長,許玉英,03-5982727,93/10/26,101/11/23,新台幣 10.0000元,548171400,54817140,0,0,合併,每年,董事會,第一金證券股份有限公司,02-2563-5711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,方蘇立,陳明煇,XYP,"NO.122-18, CHUNG-HUA RD., HSIN-CHU INDUSTRIAL PARK, HUKOU TOWNSHIP,HSINCHU COUNTY, TAIWAN, R.O.C.",03-5982738,spokesperson@xuyuanpack.com,www.xuyuanpack.com,楊素鍰,財務長,03-5982727,spokesperson@xuyuanpack.com,www.xuyuanpack.com
35,8423,保綠資源股份有限公司,保綠-KY,其他,KY 開曼群島,"Cannon Place, P.O.Box712,North Sound Rd., Grand Cayman",53003483,陳東興,李雲山,李雲山,總經理,黃元建,603-3176 2602,98/11/03,101/03/14,新台幣 10.0000元,241059000,24105900,0,0,合併,每年,股東會,元富證券股務代理部,(02)27686668,台北市光復北路11巷35號B1,安侯建業聯合會計師事務,林恒昇,陳政學,Polygreen,"Suite 102,Cannon Place, P.O.Box712,North Sound Rd., Grand Cayman,KY1-9006 Cayman Islands",603-3176 1045,info@pgr.com.tw,www.pgr.com.tw,黃元建,財務長,03-4863800,info@pgr.com.tw,www.pgr.com.tw
36,8426,紅木集團有限公司,紅木-KY,其他,KY 開曼群島,"One Nexus Way Camana Bay, Grand Cayman, Cayman Islands",53003863,蘇聰明,李聖強,蘇聰明,董事長,蘇斌慶,(02)2778-9121,99/08/20,100/12/13,新台幣 10.0000元,502425000,50242500,0,0,合併,每半會計年度,股東會,凱碁證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5F,勤業眾信聯合會計師事務所,池瑞全,謝明忠,Redwood,25 Sungei Kadut Street 2Singapore,(02)2778-9132,rwg@redwoodgroup.co,www.redwoodgroup.co,蘇斌慶,財務暨投資人關係經理,02-2778-9121,bensu@redwoodgroup.co,http://www.redwoodgroup.co/cn/investors-cn.html
37,8435,台灣鉅邁股份有限公司,鉅邁,其他,－,新北市汐止區新台五路一段77號5樓之4,12137902,林樂萍,林樂萍,楊鵑菱,副總經理,吳浩然,02-26988112,66/09/01,101/12/28,新台幣 10.0000元,317004500,31700450,0,0,合併,每年,董事會,華南永昌綜合證券股務代理部,02-27186425,台北市民生東路四段54號4樓,勤業眾信聯合會計師事務所,郭乃華,翁博仁,Zimmite,"5F-4,No77,Sec.1,Xintai 5Th Rd.,Xizhi Dist.,New Taipei City22101,Taiwan",02-26988362,z8435@zimmite.com,www.zimmite.com,楊鵑菱,副總經理,02-26988112,gina@zimmite.com,http://www.zimmite.com/tc/p10-citizenship1.asp
38,8437,大地幼教股份有限公司,大地-KY,其他,KY 開曼群島,台北市衡陽路51號11樓217室,41421434,程釱坤,程釱坤,范文奇,財務長,曲素玉,07562616948,97/05/22,104/05/06,新台幣 10.0000元,478510700,47851070,0,0,合併,每年,股東會,永豐金證券股務代理部,2381-6288,臺北市博愛路17號3樓,資誠聯合會計師事務所,鄭雅慧,李典易,Dadi,"190 Elgin Avenue, George TownGrand Cayman KY 1-9005, Cayman Islands",07562616945,fanwenqi@dadikid.com.tw,http://www.edudadi.com/,張宇碩,董事長特助,02-23826998*26,invest@dadikid.com.tw,http://www.edudadi.com/
