,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
10,1225,福懋油脂股份有限公司,福懋油,食品工業,－,台中市大肚區沙田路一段453號,22102298,晉昇投資有限公司,許逸群,郭中儀,協理,李建儀,25073121,75/04/18,82/09/27,新台幣 10.0000元,2187030510,218703051,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,廖婉怡,陳招美,FOPCO,"3RD FL,150 NANKING EAST RD, SEC.2 TAIPEI TAIWAN R.O.CTAIPEI TAIWAN R.O.C.",(02)25071312,cherry.lin@fopco.com.tw,WWW.FOPCO.COM.TW,郭中儀,協理,02-25073121#122,matt.kuo@fopco.com.tw,WWW.FOPCO.COM.TW
11,1227,佳格食品股份有限公司,佳格,食品工業,－,台北市仁愛路三段136號5樓,22102473,曹德風,曹博睿,曹德風,董事長,陳俊明,2709-2323,75/06/06,83/04/09,新台幣 10.0000元,9150895910,915089591,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,龔則立,方涵妮,S.F.C,"5th Floor, Lotus Building,No.136, Jen Ai Road, Sec. 3,Taipei,Taiwan,R.O.C.",2706-7955,spokesperson1@sfworldwide.com,http://www.sfworldwide.com/,曾玉如,財務副理,2709-2323 分機10860,Anita@sfworldwide.com,http://www.sfworldwide.com/content.aspx?page=csr5
12,1229,聯華實業投資控股股份有限公司,聯華,食品工業,－,臺北市大同區承德路一段44號6樓,11996904,苗豐強,林信宏,林信宏,總經理,嚴文卿,(02)2786-1188,44/07/20,65/07/19,新台幣 10.0000元,14096480360,1409648036,0,0,合併,每季,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,許淑敏,江曉苓,LHIHC,"6F., No.44, Sec. 1, Chengde Rd., Datong DistrictTAIPEI,TAIWAN,R.O.C",(02)2786-3232,info@lhic.com.tw,https://www.lhicholdings.com/,張玉虎,財會中心經理,02-27861188 # 1622,ir@lhic.com.tw,https://www.lhicholdings.com/csr/index/crs-stakeholder/
13,1231,聯華食品工業股份有限公司,聯華食,食品工業,－,台北市迪化街一段148號,07569627,李開源,林家齊,林志遠,財務處協理,陳姵岑,(02)25534546,59/07/07,84/11/02,新台幣 10.0000元,2017623940,201762394,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,張清福,趙永祥,Lian Hwa Foods,"148 TI HWA STREET SEC.1,Taipei,Taiwan,R.O.C",(02)25533479,tomlin@lianhwa.com.tw,www.lianhwa.com.tw,林志遠,財務處協理,(02)25521666-1580,tomlin@lianhwa.com.tw,http://lianhwa.varynice.com/column_list.php?content_category_sn=425
14,1232,大統益股份有限公司,大統益,食品工業,－,台南市官田區二鎮里工業西路32號,20927014,羅智先,陳昭良,陳昭良,總經理,胡育誌,06-698-4500,71/05/24,85/02/09,新台幣 10.0000元,1599749150,159974915,0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-2746-3797,台北市東興路8號地下一樓,資誠聯合會計師事務所,林姿妤,林永智,TTET,"32, Gongye West Road, Erzhen Village, Guantian District, Tainan City, TaiwanTAINAN CITY, TAIWAN",06-698-5530,finance@mail.ttet.com.tw,http://www.ttet.com.tw,胡育誌,副總經理,06-6984500#800,hu@mail.ttet.com.tw,http://www.ttet.com.tw/bg/Stakeholder/index5.php
15,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
16,1233,天仁茶業股份有限公司,天仁,食品工業,－,台北市忠孝東路4段107號6樓,18559415,李國麟,林仁宗,陳中智,財務暨行政協理,王文嫻,02-27765580,64/12/11,88/01/20,新台幣 10.0000元,905919480,90591948,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市承德路3段210號地下一樓,安永聯合會計師事務所,呂倩雯,劉慧媛,Ten Ren,"6F. NO.107,SEC 4, Chung Hsiao East Road,Taipei, Taiwan, ROC",02-27403035,chafortea@tenren.com.tw,http://www.tenren.com.tw/,王文嫻,總經理室經理,02-27765580,joy66888.wang@gmail.com,http://www.tenren.com.tw/Content/IRContactUS/Contact.aspx?SiteID=10&MmmID=654044433016605753
17,1234,黑松股份有限公司,黑松,食品工業,－,台北市信義路四段296號3樓,20651901,張斌堂,張斌堂,杜居燦,財務處處長,蔡曜光,(02)2706-2191,58/12/13,88/03/12,新台幣 10.0000元,4018710940,401871094,0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,(02)7719-8899,台北市大安區信義路四段236號3樓,勤業眾信聯合會計師事務所,郭乃華,池瑞全,HEY SONG,"3RD FL. NO. 296, SEC. 4, HSIN YI RD.TAIPEI, TAIWAN, R.O.C.",(02)2755-2119,heysong@heysong.com.tw,www.heysong.com.tw,杜居燦,財務處處長,27062191#403,16222@heysong.com.tw,http://www.heysong.com.tw/Stakeholder/Stakeholder
18,1235,興泰實業股份有限公司,興泰,食品工業,－,高雄市仁武區高楠公路10號,85617982,吳金泉,葉文籐,葉文隆,法務處經理,蘇玲慧,07-3425301-5,61/11/15,89/09/11,新台幣 10.0000元,1043979850,104397985,0,0,合併,每年,股東會,國票綜合證券股份有限公司,02-25288988,105411台北市松山區南京東路五段188號15樓,群智聯合會計師事務所,呂松裕會計師,陳芓(人予)會計師,ST,10 KAO-NANG HIGHWAYJEN-WUH KAOHSIUNG TAIWAN R.O.C.,07-3425694,shintai1235@seed.net.tw,www.shintai-feed.com.tw,葉文隆,法務處經理,07-3425301,shintai1235@seed.net.tw,http://www.goldenbrand.com.tw/stakeholder.php
19,1236,宏亞食品股份有限公司,宏亞,食品工業,－,新北市新店區寶興路45巷8弄3號5樓,34106066,張云綺,張云綺,余彩雲,財務經理,許士彬,(02)29180786,65/06/14,90/09/17,新台幣 10.0000元,1083425100,108342510,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路2段97號地下2樓,安永聯合會計師事務所,徐榮煌,黃建澤,Hunya,"3,Alley8,Lane45,Pao Hsin Rd;Hsin Tien,Taipei,Taiwan,R.O.C.",(02)29180706,hunya.com.tw,www.hunya.com.tw,余彩雲,財務經理,(02)29180786,christineyu@hunya.com.tw,http://www.hunya.com.tw/iz/article/cont.aspx
20,1256,鮮活控股股份有限公司,鮮活果汁-KY,食品工業,KY 開曼群島,"Suite 102, Cannon Place, P.O.Box 712,North Sound Rd; Grand",37759808,黃國晃,王明智,吳明憲,董事,陳怡如,512-57515501,99/01/12,105/03/17,新台幣 10.0000元,338421600,33842160,0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930398,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,謝明忠,黃毅民,Sunjuice,"Suite 102, Cannon Place, P.O.Box 712,North Sound Rd; Grand Cayman,KY1-9006Suite 102, Cannon Place, P.O.Box 712",512-57515503,XH@sunjuice.com.cn,http://www.myfreshjuice.com,吳明憲,董事／發言人,0972522666,sam.wu@sunjuice.com.cn,http://www.myfreshjuice.com
21,1702,南僑投資控股股份有限公司,南僑,食品工業,－,台北市延平北路四段100號,07305506,陳飛龍,李勘文,李勘文,總經理,邱(水+靜)慧,(02)6619-3000,39/06/30,62/05/30,新台幣 10.0000元,2941329620,294132962,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,NAMCHOW,"NO.100 Yen-ping North Road,sec4TAIPEI,TAIWAN,ROC",(02)2535-1970,ncgfin@ms4.hinet.net,www.namchow.com.tw,李勘文,發言人,(02)6619-3688,Kevin@namchow.com.tw,http://www.namchow.com.tw/page/main_page/04_01/index_07.html
22,1737,臺鹽實業股份有限公司,臺鹽,食品工業,－,台南市南區健康路一段297號,89397503,吳容輝,陳世輝,陳世輝,總經理,蘇薇,06-2160688,84/07/01,92/11/18,新台幣 10.0000元,2000000000,200000000,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,曾于哲,李芳文,Taiyen,"No.297, Sec. 1, Chien-Kang Rd., South Dist,Tainan TAINAN , TAIWAN , R.O.C.",06-2160678,service@tybio.com.tw,http://www.tybio.com.tw/,蘇薇,處長,06-2160688#131,vivian@tybio.com.tw,http://www.tybio.com.tw/webc/html/social/10_2.aspx
